as_of_date,source_reference,position_type,currency,balance,counterparty_reference,product_code,gl_account_code,attributes.balance_ghs,attributes.branch_id
2024-02-02,CASH-BOG,CASH,GHS,38201426.89,CP-BOG,CASH-BOG,GL-1020,38201426.89,ACC-HQ
2024-02-09,CASH-VAULT,CASH,GHS,17082610.13,,CASH-VAULT,GL-1010,17082610.13,ACC-HQ
2024-02-09,CASH-BOG,CASH,GHS,37832959.49,CP-BOG,CASH-BOG,GL-1020,37832959.49,ACC-HQ
2024-02-16,CASH-VAULT,CASH,GHS,16901443.77,,CASH-VAULT,GL-1010,16901443.77,ACC-HQ
2024-02-16,CASH-BOG,CASH,GHS,38553734.18,CP-BOG,CASH-BOG,GL-1020,38553734.18,ACC-HQ
2024-02-23,CASH-VAULT,CASH,GHS,17190426.27,,CASH-VAULT,GL-1010,17190426.27,ACC-HQ
2024-02-23,CASH-BOG,CASH,GHS,38076005.15,CP-BOG,CASH-BOG,GL-1020,38076005.15,ACC-HQ
2024-02-29,CASH-VAULT,CASH,GHS,16612467.17,,CASH-VAULT,GL-1010,16612467.17,ACC-HQ
2024-02-29,CASH-BOG,CASH,GHS,36775555.10,CP-BOG,CASH-BOG,GL-1020,36775555.10,ACC-HQ
2024-03-01,CASH-VAULT,CASH,GHS,17325437.88,,CASH-VAULT,GL-1010,17325437.88,ACC-HQ
2024-03-01,CASH-BOG,CASH,GHS,38368260.52,CP-BOG,CASH-BOG,GL-1020,38368260.52,ACC-HQ
2024-03-08,CASH-VAULT,CASH,GHS,16709275.66,,CASH-VAULT,GL-1010,16709275.66,ACC-HQ
2024-03-08,CASH-BOG,CASH,GHS,39232702.67,CP-BOG,CASH-BOG,GL-1020,39232702.67,ACC-HQ
2024-03-15,CASH-VAULT,CASH,GHS,17595612.41,,CASH-VAULT,GL-1010,17595612.41,ACC-HQ
2024-03-15,CASH-BOG,CASH,GHS,38918298.90,CP-BOG,CASH-BOG,GL-1020,38918298.90,ACC-HQ
2024-03-22,CASH-VAULT,CASH,GHS,16942696.36,,CASH-VAULT,GL-1010,16942696.36,ACC-HQ
2024-03-22,CASH-BOG,CASH,GHS,38607785.85,CP-BOG,CASH-BOG,GL-1020,38607785.85,ACC-HQ
2024-03-29,CASH-VAULT,CASH,GHS,16746761.95,,CASH-VAULT,GL-1010,16746761.95,ACC-HQ
2024-03-29,CASH-BOG,CASH,GHS,38220623.35,CP-BOG,CASH-BOG,GL-1020,38220623.35,ACC-HQ
2024-03-31,CASH-VAULT,CASH,GHS,17055532.67,,CASH-VAULT,GL-1010,17055532.67,ACC-HQ
2024-03-31,CASH-BOG,CASH,GHS,37754594.73,CP-BOG,CASH-BOG,GL-1020,37754594.73,ACC-HQ
2024-04-05,CASH-VAULT,CASH,GHS,17214616.85,,CASH-VAULT,GL-1010,17214616.85,ACC-HQ
2024-04-05,CASH-BOG,CASH,GHS,36989042.23,CP-BOG,CASH-BOG,GL-1020,36989042.23,ACC-HQ
2024-04-12,CASH-VAULT,CASH,GHS,16526599.32,,CASH-VAULT,GL-1010,16526599.32,ACC-HQ
2024-04-12,CASH-BOG,CASH,GHS,38851288.60,CP-BOG,CASH-BOG,GL-1020,38851288.60,ACC-HQ
2024-04-19,CASH-VAULT,CASH,GHS,17344401.03,,CASH-VAULT,GL-1010,17344401.03,ACC-HQ
2024-04-19,CASH-BOG,CASH,GHS,38417246.43,CP-BOG,CASH-BOG,GL-1020,38417246.43,ACC-HQ
2024-04-26,CASH-VAULT,CASH,GHS,17219283.26,,CASH-VAULT,GL-1010,17219283.26,ACC-HQ
2024-04-26,CASH-BOG,CASH,GHS,36991965.30,CP-BOG,CASH-BOG,GL-1020,36991965.30,ACC-HQ
2024-04-30,CASH-VAULT,CASH,GHS,17336460.01,,CASH-VAULT,GL-1010,17336460.01,ACC-HQ
2024-04-30,CASH-BOG,CASH,GHS,37253949.04,CP-BOG,CASH-BOG,GL-1020,37253949.04,ACC-HQ
2024-05-03,CASH-VAULT,CASH,GHS,16555595.91,,CASH-VAULT,GL-1010,16555595.91,ACC-HQ
2024-05-03,CASH-BOG,CASH,GHS,38926541.17,CP-BOG,CASH-BOG,GL-1020,38926541.17,ACC-HQ
2024-05-10,CASH-VAULT,CASH,GHS,17394883.11,,CASH-VAULT,GL-1010,17394883.11,ACC-HQ
2024-05-10,CASH-BOG,CASH,GHS,38526598.13,CP-BOG,CASH-BOG,GL-1020,38526598.13,ACC-HQ
2024-05-17,CASH-VAULT,CASH,GHS,17205679.42,,CASH-VAULT,GL-1010,17205679.42,ACC-HQ
2024-05-17,CASH-BOG,CASH,GHS,39245920.84,CP-BOG,CASH-BOG,GL-1020,39245920.84,ACC-HQ
2024-05-24,CASH-VAULT,CASH,GHS,16472427.15,,CASH-VAULT,GL-1010,16472427.15,ACC-HQ
2024-05-24,CASH-BOG,CASH,GHS,38738100.55,CP-BOG,CASH-BOG,GL-1020,38738100.55,ACC-HQ
2024-05-31,CASH-VAULT,CASH,GHS,17308199.22,,CASH-VAULT,GL-1010,17308199.22,ACC-HQ
2024-05-31,CASH-BOG,CASH,GHS,38332136.63,CP-BOG,CASH-BOG,GL-1020,38332136.63,ACC-HQ
2024-06-07,CASH-VAULT,CASH,GHS,17507214.64,,CASH-VAULT,GL-1010,17507214.64,ACC-HQ
2024-06-07,CASH-BOG,CASH,GHS,39935945.99,CP-BOG,CASH-BOG,GL-1020,39935945.99,ACC-HQ
2024-06-14,CASH-VAULT,CASH,GHS,17881314.49,,CASH-VAULT,GL-1010,17881314.49,ACC-HQ
2024-06-14,CASH-BOG,CASH,GHS,39605846.32,CP-BOG,CASH-BOG,GL-1020,39605846.32,ACC-HQ
2024-06-21,CASH-VAULT,CASH,GHS,17693040.57,,CASH-VAULT,GL-1010,17693040.57,ACC-HQ
2024-06-21,CASH-BOG,CASH,GHS,39181889.84,CP-BOG,CASH-BOG,GL-1020,39181889.84,ACC-HQ
2024-06-28,CASH-VAULT,CASH,GHS,17500473.29,,CASH-VAULT,GL-1010,17500473.29,ACC-HQ
2024-06-28,CASH-BOG,CASH,GHS,39922813.09,CP-BOG,CASH-BOG,GL-1020,39922813.09,ACC-HQ
2024-06-30,CASH-VAULT,CASH,GHS,17811392.59,,CASH-VAULT,GL-1010,17811392.59,ACC-HQ
2024-06-30,CASH-BOG,CASH,GHS,39448054.01,CP-BOG,CASH-BOG,GL-1020,39448054.01,ACC-HQ
2024-07-01,CASH-VAULT,CASH,GHS,17368904.35,,CASH-VAULT,GL-1010,17368904.35,ACC-HQ
2024-07-01,CASH-BOG,CASH,GHS,38464851.63,CP-BOG,CASH-BOG,GL-1020,38464851.63,ACC-HQ
2024-07-02,CASH-VAULT,CASH,GHS,16760953.67,,CASH-VAULT,GL-1010,16760953.67,ACC-HQ
2024-07-02,CASH-BOG,CASH,GHS,39345312.12,CP-BOG,CASH-BOG,GL-1020,39345312.12,ACC-HQ
2024-07-03,CASH-VAULT,CASH,GHS,17154043.53,,CASH-VAULT,GL-1010,17154043.53,ACC-HQ
2024-07-03,CASH-BOG,CASH,GHS,39132182.53,CP-BOG,CASH-BOG,GL-1020,39132182.53,ACC-HQ
2024-07-04,CASH-VAULT,CASH,GHS,17063926.01,,CASH-VAULT,GL-1010,17063926.01,ACC-HQ
2024-07-04,CASH-BOG,CASH,GHS,37778985.50,CP-BOG,CASH-BOG,GL-1020,37778985.50,ACC-HQ
2024-07-05,CASH-VAULT,CASH,GHS,17471054.64,,CASH-VAULT,GL-1010,17471054.64,ACC-HQ
2024-07-05,CASH-BOG,CASH,GHS,38694669.55,CP-BOG,CASH-BOG,GL-1020,38694669.55,ACC-HQ
2024-07-08,CASH-VAULT,CASH,GHS,17160180.21,,CASH-VAULT,GL-1010,17160180.21,ACC-HQ
2024-07-08,CASH-BOG,CASH,GHS,37995746.06,CP-BOG,CASH-BOG,GL-1020,37995746.06,ACC-HQ
2024-07-09,CASH-VAULT,CASH,GHS,17075070.98,,CASH-VAULT,GL-1010,17075070.98,ACC-HQ
2024-07-09,CASH-BOG,CASH,GHS,38901299.24,CP-BOG,CASH-BOG,GL-1020,38901299.24,ACC-HQ
2024-07-10,CASH-VAULT,CASH,GHS,16974751.54,,CASH-VAULT,GL-1010,16974751.54,ACC-HQ
2024-07-10,CASH-BOG,CASH,GHS,38729239.73,CP-BOG,CASH-BOG,GL-1020,38729239.73,ACC-HQ
2024-07-11,CASH-VAULT,CASH,GHS,16881918.31,,CASH-VAULT,GL-1010,16881918.31,ACC-HQ
2024-07-11,CASH-BOG,CASH,GHS,38520297.16,CP-BOG,CASH-BOG,GL-1020,38520297.16,ACC-HQ
2024-07-12,CASH-VAULT,CASH,GHS,17275720.66,,CASH-VAULT,GL-1010,17275720.66,ACC-HQ
2024-07-12,CASH-BOG,CASH,GHS,38255211.71,CP-BOG,CASH-BOG,GL-1020,38255211.71,ACC-HQ
2024-07-15,CASH-VAULT,CASH,GHS,17107197.24,,CASH-VAULT,GL-1010,17107197.24,ACC-HQ
2024-07-15,CASH-BOG,CASH,GHS,39031078.18,CP-BOG,CASH-BOG,GL-1020,39031078.18,ACC-HQ
2024-07-16,CASH-VAULT,CASH,GHS,17014367.70,,CASH-VAULT,GL-1010,17014367.70,ACC-HQ
2024-07-16,CASH-BOG,CASH,GHS,38768525.91,CP-BOG,CASH-BOG,GL-1020,38768525.91,ACC-HQ
2024-07-17,CASH-VAULT,CASH,GHS,17422231.72,,CASH-VAULT,GL-1010,17422231.72,ACC-HQ
2024-07-17,CASH-BOG,CASH,GHS,38580035.88,CP-BOG,CASH-BOG,GL-1020,38580035.88,ACC-HQ
2024-07-18,CASH-VAULT,CASH,GHS,17315761.36,,CASH-VAULT,GL-1010,17315761.36,ACC-HQ
2024-07-18,CASH-BOG,CASH,GHS,38341017.47,CP-BOG,CASH-BOG,GL-1020,38341017.47,ACC-HQ
2024-07-19,CASH-VAULT,CASH,GHS,17223517.66,,CASH-VAULT,GL-1010,17223517.66,ACC-HQ
2024-07-19,CASH-BOG,CASH,GHS,39293237.95,CP-BOG,CASH-BOG,GL-1020,39293237.95,ACC-HQ
2024-07-22,CASH-VAULT,CASH,GHS,17471118.67,,CASH-VAULT,GL-1010,17471118.67,ACC-HQ
2024-07-22,CASH-BOG,CASH,GHS,38688683.75,CP-BOG,CASH-BOG,GL-1020,38688683.75,ACC-HQ
2024-07-23,CASH-VAULT,CASH,GHS,16855838.84,,CASH-VAULT,GL-1010,16855838.84,ACC-HQ
2024-07-23,CASH-BOG,CASH,GHS,38466662.40,CP-BOG,CASH-BOG,GL-1020,38466662.40,ACC-HQ
2024-07-24,CASH-VAULT,CASH,GHS,17272865.48,,CASH-VAULT,GL-1010,17272865.48,ACC-HQ
2024-07-24,CASH-BOG,CASH,GHS,38242297.25,CP-BOG,CASH-BOG,GL-1020,38242297.25,ACC-HQ
2024-07-25,CASH-VAULT,CASH,GHS,17197168.44,,CASH-VAULT,GL-1010,17197168.44,ACC-HQ
2024-07-25,CASH-BOG,CASH,GHS,38071402.64,CP-BOG,CASH-BOG,GL-1020,38071402.64,ACC-HQ
2024-07-26,CASH-VAULT,CASH,GHS,17601887.14,,CASH-VAULT,GL-1010,17601887.14,ACC-HQ
2024-07-26,CASH-BOG,CASH,GHS,38981916.57,CP-BOG,CASH-BOG,GL-1020,38981916.57,ACC-HQ
2024-07-29,CASH-VAULT,CASH,GHS,17309521.68,,CASH-VAULT,GL-1010,17309521.68,ACC-HQ
2024-07-29,CASH-BOG,CASH,GHS,38323851.60,CP-BOG,CASH-BOG,GL-1020,38323851.60,ACC-HQ
2024-07-30,CASH-VAULT,CASH,GHS,17223354.36,,CASH-VAULT,GL-1010,17223354.36,ACC-HQ
2024-07-30,CASH-BOG,CASH,GHS,38129772.92,CP-BOG,CASH-BOG,GL-1020,38129772.92,ACC-HQ
2024-07-31,CASH-VAULT,CASH,GHS,17125405.16,,CASH-VAULT,GL-1010,17125405.16,ACC-HQ
2024-07-31,CASH-BOG,CASH,GHS,39075231.05,CP-BOG,CASH-BOG,GL-1020,39075231.05,ACC-HQ
2024-08-01,CASH-VAULT,CASH,GHS,17052359.88,,CASH-VAULT,GL-1010,17052359.88,ACC-HQ
2024-08-01,CASH-BOG,CASH,GHS,38911479.83,CP-BOG,CASH-BOG,GL-1020,38911479.83,ACC-HQ
2024-08-02,CASH-VAULT,CASH,GHS,17426823.38,,CASH-VAULT,GL-1010,17426823.38,ACC-HQ
2024-08-02,CASH-BOG,CASH,GHS,38587261.75,CP-BOG,CASH-BOG,GL-1020,38587261.75,ACC-HQ
2024-08-05,CASH-VAULT,CASH,GHS,17139438.81,,CASH-VAULT,GL-1010,17139438.81,ACC-HQ
2024-08-05,CASH-BOG,CASH,GHS,39106901.31,CP-BOG,CASH-BOG,GL-1020,39106901.31,ACC-HQ
2024-08-06,CASH-VAULT,CASH,GHS,17063316.37,,CASH-VAULT,GL-1010,17063316.37,ACC-HQ
2024-08-06,CASH-BOG,CASH,GHS,37768353.89,CP-BOG,CASH-BOG,GL-1020,37768353.89,ACC-HQ
2024-08-07,CASH-VAULT,CASH,GHS,17454442.83,,CASH-VAULT,GL-1010,17454442.83,ACC-HQ
2024-08-07,CASH-BOG,CASH,GHS,38648813.25,CP-BOG,CASH-BOG,GL-1020,38648813.25,ACC-HQ
2024-08-08,CASH-VAULT,CASH,GHS,17353348.84,,CASH-VAULT,GL-1010,17353348.84,ACC-HQ
2024-08-08,CASH-BOG,CASH,GHS,38421681.19,CP-BOG,CASH-BOG,GL-1020,38421681.19,ACC-HQ
2024-08-09,CASH-VAULT,CASH,GHS,17786767.75,,CASH-VAULT,GL-1010,17786767.75,ACC-HQ
2024-08-09,CASH-BOG,CASH,GHS,39342656.54,CP-BOG,CASH-BOG,GL-1020,39342656.54,ACC-HQ
2024-08-12,CASH-VAULT,CASH,GHS,17461766.26,,CASH-VAULT,GL-1010,17461766.26,ACC-HQ
2024-08-12,CASH-BOG,CASH,GHS,38665424.24,CP-BOG,CASH-BOG,GL-1020,38665424.24,ACC-HQ
2024-08-13,CASH-VAULT,CASH,GHS,16836200.50,,CASH-VAULT,GL-1010,16836200.50,ACC-HQ
2024-08-13,CASH-BOG,CASH,GHS,38424144.48,CP-BOG,CASH-BOG,GL-1020,38424144.48,ACC-HQ
2024-08-14,CASH-VAULT,CASH,GHS,17230401.74,,CASH-VAULT,GL-1010,17230401.74,ACC-HQ
2024-08-14,CASH-BOG,CASH,GHS,38145705.84,CP-BOG,CASH-BOG,GL-1020,38145705.84,ACC-HQ
2024-08-15,CASH-VAULT,CASH,GHS,17148458.12,,CASH-VAULT,GL-1010,17148458.12,ACC-HQ
2024-08-15,CASH-BOG,CASH,GHS,37960975.38,CP-BOG,CASH-BOG,GL-1020,37960975.38,ACC-HQ
2024-08-16,CASH-VAULT,CASH,GHS,17058709.31,,CASH-VAULT,GL-1010,17058709.31,ACC-HQ
2024-08-16,CASH-BOG,CASH,GHS,38870977.33,CP-BOG,CASH-BOG,GL-1020,38870977.33,ACC-HQ
2024-08-19,CASH-VAULT,CASH,GHS,17296501.38,,CASH-VAULT,GL-1010,17296501.38,ACC-HQ
2024-08-19,CASH-BOG,CASH,GHS,38292441.39,CP-BOG,CASH-BOG,GL-1020,38292441.39,ACC-HQ
2024-08-20,CASH-VAULT,CASH,GHS,17222588.62,,CASH-VAULT,GL-1010,17222588.62,ACC-HQ
2024-08-20,CASH-BOG,CASH,GHS,38125478.35,CP-BOG,CASH-BOG,GL-1020,38125478.35,ACC-HQ
2024-08-21,CASH-VAULT,CASH,GHS,17112984.13,,CASH-VAULT,GL-1010,17112984.13,ACC-HQ
2024-08-21,CASH-BOG,CASH,GHS,39049170.38,CP-BOG,CASH-BOG,GL-1020,39049170.38,ACC-HQ
2024-08-22,CASH-VAULT,CASH,GHS,17016772.99,,CASH-VAULT,GL-1010,17016772.99,ACC-HQ
2024-08-22,CASH-BOG,CASH,GHS,38832567.02,CP-BOG,CASH-BOG,GL-1020,38832567.02,ACC-HQ
2024-08-23,CASH-VAULT,CASH,GHS,16903830.11,,CASH-VAULT,GL-1010,16903830.11,ACC-HQ
2024-08-23,CASH-BOG,CASH,GHS,38523709.03,CP-BOG,CASH-BOG,GL-1020,38523709.03,ACC-HQ
2024-08-26,CASH-VAULT,CASH,GHS,17128750.79,,CASH-VAULT,GL-1010,17128750.79,ACC-HQ
2024-08-26,CASH-BOG,CASH,GHS,39084794.23,CP-BOG,CASH-BOG,GL-1020,39084794.23,ACC-HQ
2024-08-27,CASH-VAULT,CASH,GHS,17039342.95,,CASH-VAULT,GL-1010,17039342.95,ACC-HQ
2024-08-27,CASH-BOG,CASH,GHS,40054774.72,CP-BOG,CASH-BOG,GL-1020,40054774.72,ACC-HQ
2024-08-28,CASH-VAULT,CASH,GHS,17431763.92,,CASH-VAULT,GL-1010,17431763.92,ACC-HQ
2024-08-28,CASH-BOG,CASH,GHS,38596027.01,CP-BOG,CASH-BOG,GL-1020,38596027.01,ACC-HQ
2024-08-29,CASH-VAULT,CASH,GHS,17348611.67,,CASH-VAULT,GL-1010,17348611.67,ACC-HQ
2024-08-29,CASH-BOG,CASH,GHS,38408608.72,CP-BOG,CASH-BOG,GL-1020,38408608.72,ACC-HQ
2024-08-30,CASH-VAULT,CASH,GHS,17788802.72,,CASH-VAULT,GL-1010,17788802.72,ACC-HQ
2024-08-30,CASH-BOG,CASH,GHS,38226942.69,CP-BOG,CASH-BOG,GL-1020,38226942.69,ACC-HQ
2024-08-31,CASH-VAULT,CASH,GHS,17172199.66,,CASH-VAULT,GL-1010,17172199.66,ACC-HQ
2024-08-31,CASH-BOG,CASH,GHS,38010508.94,CP-BOG,CASH-BOG,GL-1020,38010508.94,ACC-HQ
2024-09-02,CASH-VAULT,CASH,GHS,17827104.15,,CASH-VAULT,GL-1010,17827104.15,ACC-HQ
2024-09-02,CASH-BOG,CASH,GHS,39471764.48,CP-BOG,CASH-BOG,GL-1020,39471764.48,ACC-HQ
2024-09-03,CASH-VAULT,CASH,GHS,17208340.37,,CASH-VAULT,GL-1010,17208340.37,ACC-HQ
2024-09-03,CASH-BOG,CASH,GHS,39275824.20,CP-BOG,CASH-BOG,GL-1020,39275824.20,ACC-HQ
2024-09-04,CASH-VAULT,CASH,GHS,18178066.88,,CASH-VAULT,GL-1010,18178066.88,ACC-HQ
2024-09-04,CASH-BOG,CASH,GHS,39009239.83,CP-BOG,CASH-BOG,GL-1020,39009239.83,ACC-HQ
2024-09-05,CASH-VAULT,CASH,GHS,17565733.39,,CASH-VAULT,GL-1010,17565733.39,ACC-HQ
2024-09-05,CASH-BOG,CASH,GHS,38882007.04,CP-BOG,CASH-BOG,GL-1020,38882007.04,ACC-HQ
2024-09-06,CASH-VAULT,CASH,GHS,17472299.93,,CASH-VAULT,GL-1010,17472299.93,ACC-HQ
2024-09-06,CASH-BOG,CASH,GHS,41070248.06,CP-BOG,CASH-BOG,GL-1020,41070248.06,ACC-HQ
2024-09-09,CASH-VAULT,CASH,GHS,17683119.96,,CASH-VAULT,GL-1010,17683119.96,ACC-HQ
2024-09-09,CASH-BOG,CASH,GHS,39145707.36,CP-BOG,CASH-BOG,GL-1020,39145707.36,ACC-HQ
2024-09-10,CASH-VAULT,CASH,GHS,17596930.15,,CASH-VAULT,GL-1010,17596930.15,ACC-HQ
2024-09-10,CASH-BOG,CASH,GHS,38951476.48,CP-BOG,CASH-BOG,GL-1020,38951476.48,ACC-HQ
2024-09-11,CASH-VAULT,CASH,GHS,18053365.61,,CASH-VAULT,GL-1010,18053365.61,ACC-HQ
2024-09-11,CASH-BOG,CASH,GHS,39922247.81,CP-BOG,CASH-BOG,GL-1020,39922247.81,ACC-HQ
2024-09-12,CASH-VAULT,CASH,GHS,17391230.05,,CASH-VAULT,GL-1010,17391230.05,ACC-HQ
2024-09-12,CASH-BOG,CASH,GHS,39689447.03,CP-BOG,CASH-BOG,GL-1020,39689447.03,ACC-HQ
2024-09-13,CASH-VAULT,CASH,GHS,17293797.79,,CASH-VAULT,GL-1010,17293797.79,ACC-HQ
2024-09-13,CASH-BOG,CASH,GHS,40671032.67,CP-BOG,CASH-BOG,GL-1020,40671032.67,ACC-HQ
2024-09-16,CASH-VAULT,CASH,GHS,17509246.33,,CASH-VAULT,GL-1010,17509246.33,ACC-HQ
2024-09-16,CASH-BOG,CASH,GHS,39955368.03,CP-BOG,CASH-BOG,GL-1020,39955368.03,ACC-HQ
2024-09-17,CASH-VAULT,CASH,GHS,17408972.90,,CASH-VAULT,GL-1010,17408972.90,ACC-HQ
2024-09-17,CASH-BOG,CASH,GHS,40931107.60,CP-BOG,CASH-BOG,GL-1020,40931107.60,ACC-HQ
2024-09-18,CASH-VAULT,CASH,GHS,17307450.04,,CASH-VAULT,GL-1010,17307450.04,ACC-HQ
2024-09-18,CASH-BOG,CASH,GHS,39445365.50,CP-BOG,CASH-BOG,GL-1020,39445365.50,ACC-HQ
2024-09-19,CASH-VAULT,CASH,GHS,18253003.09,,CASH-VAULT,GL-1010,18253003.09,ACC-HQ
2024-09-19,CASH-BOG,CASH,GHS,39226581.86,CP-BOG,CASH-BOG,GL-1020,39226581.86,ACC-HQ
2024-09-20,CASH-VAULT,CASH,GHS,18165214.38,,CASH-VAULT,GL-1010,18165214.38,ACC-HQ
2024-09-20,CASH-BOG,CASH,GHS,39028366.69,CP-BOG,CASH-BOG,GL-1020,39028366.69,ACC-HQ
2024-09-23,CASH-VAULT,CASH,GHS,17312048.02,,CASH-VAULT,GL-1010,17312048.02,ACC-HQ
2024-09-23,CASH-BOG,CASH,GHS,39455513.81,CP-BOG,CASH-BOG,GL-1020,39455513.81,ACC-HQ
2024-09-24,CASH-VAULT,CASH,GHS,18252082.02,,CASH-VAULT,GL-1010,18252082.02,ACC-HQ
2024-09-24,CASH-BOG,CASH,GHS,39225750.09,CP-BOG,CASH-BOG,GL-1020,39225750.09,ACC-HQ
2024-09-25,CASH-VAULT,CASH,GHS,18156012.40,,CASH-VAULT,GL-1010,18156012.40,ACC-HQ
2024-09-25,CASH-BOG,CASH,GHS,40209715.57,CP-BOG,CASH-BOG,GL-1020,40209715.57,ACC-HQ
2024-09-26,CASH-VAULT,CASH,GHS,17519285.42,,CASH-VAULT,GL-1010,17519285.42,ACC-HQ
2024-09-26,CASH-BOG,CASH,GHS,41178597.64,CP-BOG,CASH-BOG,GL-1020,41178597.64,ACC-HQ
2024-09-27,CASH-VAULT,CASH,GHS,17423226.16,,CASH-VAULT,GL-1010,17423226.16,ACC-HQ
2024-09-27,CASH-BOG,CASH,GHS,40962317.61,CP-BOG,CASH-BOG,GL-1020,40962317.61,ACC-HQ
2024-09-30,CASH-VAULT,CASH,GHS,18156929.05,,CASH-VAULT,GL-1010,18156929.05,ACC-HQ
2024-09-30,CASH-BOG,CASH,GHS,38957394.82,CP-BOG,CASH-BOG,GL-1020,38957394.82,ACC-HQ
2024-10-01,CASH-VAULT,CASH,GHS,17185601.05,,CASH-VAULT,GL-1010,17185601.05,ACC-HQ
2024-10-01,CASH-BOG,CASH,GHS,40393161.08,CP-BOG,CASH-BOG,GL-1020,40393161.08,ACC-HQ
2024-10-02,CASH-VAULT,CASH,GHS,17611325.55,,CASH-VAULT,GL-1010,17611325.55,ACC-HQ
2024-10-02,CASH-BOG,CASH,GHS,40173483.74,CP-BOG,CASH-BOG,GL-1020,40173483.74,ACC-HQ
2024-10-03,CASH-VAULT,CASH,GHS,16955159.36,,CASH-VAULT,GL-1010,16955159.36,ACC-HQ
2024-10-03,CASH-BOG,CASH,GHS,39872558.58,CP-BOG,CASH-BOG,GL-1020,39872558.58,ACC-HQ
2024-10-04,CASH-VAULT,CASH,GHS,17899594.90,,CASH-VAULT,GL-1010,17899594.90,ACC-HQ
2024-10-04,CASH-BOG,CASH,GHS,39645890.54,CP-BOG,CASH-BOG,GL-1020,39645890.54,ACC-HQ
2024-10-07,CASH-VAULT,CASH,GHS,17607356.19,,CASH-VAULT,GL-1010,17607356.19,ACC-HQ
2024-10-07,CASH-BOG,CASH,GHS,38933604.17,CP-BOG,CASH-BOG,GL-1020,38933604.17,ACC-HQ
2024-10-08,CASH-VAULT,CASH,GHS,16976120.00,,CASH-VAULT,GL-1010,16976120.00,ACC-HQ
2024-10-08,CASH-BOG,CASH,GHS,39920717.60,CP-BOG,CASH-BOG,GL-1020,39920717.60,ACC-HQ
2024-10-09,CASH-VAULT,CASH,GHS,17921034.38,,CASH-VAULT,GL-1010,17921034.38,ACC-HQ
2024-10-09,CASH-BOG,CASH,GHS,39693767.94,CP-BOG,CASH-BOG,GL-1020,39693767.94,ACC-HQ
2024-10-10,CASH-VAULT,CASH,GHS,17797655.03,,CASH-VAULT,GL-1010,17797655.03,ACC-HQ
2024-10-10,CASH-BOG,CASH,GHS,38240725.21,CP-BOG,CASH-BOG,GL-1020,38240725.21,ACC-HQ
2024-10-11,CASH-VAULT,CASH,GHS,17721720.76,,CASH-VAULT,GL-1010,17721720.76,ACC-HQ
2024-10-11,CASH-BOG,CASH,GHS,38068174.17,CP-BOG,CASH-BOG,GL-1020,38068174.17,ACC-HQ
2024-10-14,CASH-VAULT,CASH,GHS,17431986.61,,CASH-VAULT,GL-1010,17431986.61,ACC-HQ
2024-10-14,CASH-BOG,CASH,GHS,39770222.71,CP-BOG,CASH-BOG,GL-1020,39770222.71,ACC-HQ
2024-10-15,CASH-VAULT,CASH,GHS,17849596.49,,CASH-VAULT,GL-1010,17849596.49,ACC-HQ
2024-10-15,CASH-BOG,CASH,GHS,38353460.12,CP-BOG,CASH-BOG,GL-1020,38353460.12,ACC-HQ
2024-10-16,CASH-VAULT,CASH,GHS,17767072.46,,CASH-VAULT,GL-1010,17767072.46,ACC-HQ
2024-10-16,CASH-BOG,CASH,GHS,39345780.31,CP-BOG,CASH-BOG,GL-1020,39345780.31,ACC-HQ
2024-10-17,CASH-VAULT,CASH,GHS,17138552.54,,CASH-VAULT,GL-1010,17138552.54,ACC-HQ
2024-10-17,CASH-BOG,CASH,GHS,40290978.82,CP-BOG,CASH-BOG,GL-1020,40290978.82,ACC-HQ
2024-10-18,CASH-VAULT,CASH,GHS,17049179.82,,CASH-VAULT,GL-1010,17049179.82,ACC-HQ
2024-10-18,CASH-BOG,CASH,GHS,40090252.36,CP-BOG,CASH-BOG,GL-1020,40090252.36,ACC-HQ
2024-10-21,CASH-VAULT,CASH,GHS,17816349.95,,CASH-VAULT,GL-1010,17816349.95,ACC-HQ
2024-10-21,CASH-BOG,CASH,GHS,39455303.95,CP-BOG,CASH-BOG,GL-1020,39455303.95,ACC-HQ
2024-10-22,CASH-VAULT,CASH,GHS,17177405.68,,CASH-VAULT,GL-1010,17177405.68,ACC-HQ
2024-10-22,CASH-BOG,CASH,GHS,40381188.96,CP-BOG,CASH-BOG,GL-1020,40381188.96,ACC-HQ
2024-10-23,CASH-VAULT,CASH,GHS,17615868.75,,CASH-VAULT,GL-1010,17615868.75,ACC-HQ
2024-10-23,CASH-BOG,CASH,GHS,40186107.41,CP-BOG,CASH-BOG,GL-1020,40186107.41,ACC-HQ
2024-10-24,CASH-VAULT,CASH,GHS,18031565.54,,CASH-VAULT,GL-1010,18031565.54,ACC-HQ
2024-10-24,CASH-BOG,CASH,GHS,39938912.38,CP-BOG,CASH-BOG,GL-1020,39938912.38,ACC-HQ
2024-10-25,CASH-VAULT,CASH,GHS,17923113.66,,CASH-VAULT,GL-1010,17923113.66,ACC-HQ
2024-10-25,CASH-BOG,CASH,GHS,39695434.31,CP-BOG,CASH-BOG,GL-1020,39695434.31,ACC-HQ
2024-10-28,CASH-VAULT,CASH,GHS,17646197.48,,CASH-VAULT,GL-1010,17646197.48,ACC-HQ
