as_of_date,capital_component,amount_ghs,tier
2023-11-10,retained_earnings,25050919.84,CET1
2023-11-10,credit_risk_reserve,5215762.23,CET1
2023-11-10,intangible_assets,-1200000.00,CET1_DEDUCTION
2023-11-17,paid_up_capital,22000000.00,CET1
2023-11-17,statutory_reserves,23942181.34,CET1
2023-11-17,retained_earnings,25099211.56,CET1
2023-11-17,credit_risk_reserve,5280500.46,CET1
2023-11-17,intangible_assets,-1200000.00,CET1_DEDUCTION
2023-11-24,paid_up_capital,22000000.00,CET1
2023-11-24,statutory_reserves,23983574.24,CET1
2023-11-24,retained_earnings,25147503.29,CET1
2023-11-24,credit_risk_reserve,5211076.39,CET1
2023-11-24,intangible_assets,-1200000.00,CET1_DEDUCTION
2023-11-30,paid_up_capital,22000000.00,CET1
2023-11-30,statutory_reserves,24019053.88,CET1
2023-11-30,retained_earnings,25188896.19,CET1
2023-11-30,credit_risk_reserve,5299334.44,CET1
2023-11-30,intangible_assets,-1200000.00,CET1_DEDUCTION
2023-12-01,paid_up_capital,22000000.00,CET1
2023-12-01,statutory_reserves,24024967.15,CET1
2023-12-01,retained_earnings,25195795.01,CET1
2023-12-01,credit_risk_reserve,5273564.51,CET1
2023-12-01,intangible_assets,-1200000.00,CET1_DEDUCTION
2023-12-08,paid_up_capital,22000000.00,CET1
2023-12-08,statutory_reserves,24066360.05,CET1
2023-12-08,retained_earnings,25244086.73,CET1
2023-12-08,credit_risk_reserve,5233357.25,CET1
2023-12-08,intangible_assets,-1200000.00,CET1_DEDUCTION
2023-12-15,paid_up_capital,22000000.00,CET1
2023-12-15,statutory_reserves,24107752.96,CET1
2023-12-15,retained_earnings,25292378.45,CET1
2023-12-15,credit_risk_reserve,5297736.81,CET1
2023-12-15,intangible_assets,-1200000.00,CET1_DEDUCTION
2023-12-22,paid_up_capital,22000000.00,CET1
2023-12-22,statutory_reserves,24149145.86,CET1
2023-12-22,retained_earnings,25340670.17,CET1
2023-12-22,credit_risk_reserve,5248664.13,CET1
2023-12-22,intangible_assets,-1200000.00,CET1_DEDUCTION
2023-12-29,paid_up_capital,22000000.00,CET1
2023-12-29,statutory_reserves,24190538.76,CET1
2023-12-29,retained_earnings,25388961.89,CET1
2023-12-29,credit_risk_reserve,5336622.26,CET1
2023-12-29,intangible_assets,-1200000.00,CET1_DEDUCTION
2023-12-31,paid_up_capital,22000000.00,CET1
2023-12-31,statutory_reserves,24202365.31,CET1
2023-12-31,retained_earnings,25402759.53,CET1
2023-12-31,credit_risk_reserve,5347327.14,CET1
2023-12-31,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-01-05,paid_up_capital,22000000.00,CET1
2024-01-05,statutory_reserves,24231931.67,CET1
2024-01-05,retained_earnings,25437253.61,CET1
2024-01-05,credit_risk_reserve,5314143.48,CET1
2024-01-05,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-01-12,paid_up_capital,22000000.00,CET1
2024-01-12,statutory_reserves,24273324.57,CET1
2024-01-12,retained_earnings,25485545.34,CET1
2024-01-12,credit_risk_reserve,5479956.83,CET1
2024-01-12,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-01-19,paid_up_capital,22000000.00,CET1
2024-01-19,statutory_reserves,24314717.48,CET1
2024-01-19,retained_earnings,25533837.06,CET1
2024-01-19,credit_risk_reserve,5461721.98,CET1
2024-01-19,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-01-26,paid_up_capital,22000000.00,CET1
2024-01-26,statutory_reserves,24356110.38,CET1
2024-01-26,retained_earnings,25582128.78,CET1
2024-01-26,credit_risk_reserve,5543804.52,CET1
2024-01-26,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-01-31,paid_up_capital,22000000.00,CET1
2024-01-31,statutory_reserves,24385676.74,CET1
2024-01-31,retained_earnings,25616622.86,CET1
2024-01-31,credit_risk_reserve,5555388.34,CET1
2024-01-31,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-02-02,paid_up_capital,22000000.00,CET1
2024-02-02,statutory_reserves,24397503.29,CET1
2024-02-02,retained_earnings,25630420.50,CET1
2024-02-02,credit_risk_reserve,5499951.89,CET1
2024-02-02,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-02-09,paid_up_capital,22000000.00,CET1
2024-02-09,statutory_reserves,24438896.19,CET1
2024-02-09,retained_earnings,25678712.22,CET1
2024-02-09,credit_risk_reserve,5533875.41,CET1
2024-02-09,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-02-16,paid_up_capital,22000000.00,CET1
2024-02-16,statutory_reserves,24480289.09,CET1
2024-02-16,retained_earnings,25727003.94,CET1
2024-02-16,credit_risk_reserve,5565621.29,CET1
2024-02-16,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-02-23,paid_up_capital,22000000.00,CET1
2024-02-23,statutory_reserves,24521682.00,CET1
2024-02-23,retained_earnings,25775295.66,CET1
2024-02-23,credit_risk_reserve,5622080.05,CET1
2024-02-23,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-02-29,paid_up_capital,22000000.00,CET1
2024-02-29,statutory_reserves,24557161.63,CET1
2024-02-29,retained_earnings,25816688.57,CET1
2024-02-29,credit_risk_reserve,5639896.81,CET1
2024-02-29,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-03-01,paid_up_capital,22000000.00,CET1
2024-03-01,statutory_reserves,24563074.90,CET1
2024-03-01,retained_earnings,25823587.39,CET1
2024-03-01,credit_risk_reserve,5602455.27,CET1
2024-03-01,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-03-08,paid_up_capital,22000000.00,CET1
2024-03-08,statutory_reserves,24604467.81,CET1
2024-03-08,retained_earnings,25871879.11,CET1
2024-03-08,credit_risk_reserve,5655058.10,CET1
2024-03-08,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-03-15,paid_up_capital,22000000.00,CET1
2024-03-15,statutory_reserves,24645860.71,CET1
2024-03-15,retained_earnings,25920170.83,CET1
2024-03-15,credit_risk_reserve,5617296.42,CET1
2024-03-15,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-03-22,paid_up_capital,22000000.00,CET1
2024-03-22,statutory_reserves,24687253.61,CET1
2024-03-22,retained_earnings,25968462.55,CET1
2024-03-22,credit_risk_reserve,5647205.26,CET1
2024-03-22,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-03-29,paid_up_capital,22000000.00,CET1
2024-03-29,statutory_reserves,24728646.52,CET1
2024-03-29,retained_earnings,26016754.27,CET1
2024-03-29,credit_risk_reserve,5667141.90,CET1
2024-03-29,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-03-31,paid_up_capital,22000000.00,CET1
2024-03-31,statutory_reserves,24740473.06,CET1
2024-03-31,retained_earnings,26030551.91,CET1
2024-03-31,credit_risk_reserve,5650382.79,CET1
2024-03-31,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-04-05,paid_up_capital,22000000.00,CET1
2024-04-05,statutory_reserves,24770039.42,CET1
2024-04-05,retained_earnings,26065045.99,CET1
2024-04-05,credit_risk_reserve,5629742.01,CET1
2024-04-05,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-04-12,paid_up_capital,22000000.00,CET1
2024-04-12,statutory_reserves,24811432.33,CET1
2024-04-12,retained_earnings,26113337.71,CET1
2024-04-12,credit_risk_reserve,5746308.95,CET1
2024-04-12,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-04-19,paid_up_capital,22000000.00,CET1
2024-04-19,statutory_reserves,24852825.23,CET1
2024-04-19,retained_earnings,26161629.43,CET1
2024-04-19,credit_risk_reserve,5736839.31,CET1
2024-04-19,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-04-26,paid_up_capital,22000000.00,CET1
2024-04-26,statutory_reserves,24894218.13,CET1
2024-04-26,retained_earnings,26209921.16,CET1
2024-04-26,credit_risk_reserve,5644615.42,CET1
2024-04-26,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-04-30,paid_up_capital,22000000.00,CET1
2024-04-30,statutory_reserves,24917871.22,CET1
2024-04-30,retained_earnings,26237516.43,CET1
2024-04-30,credit_risk_reserve,5746050.27,CET1
2024-04-30,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-05-03,paid_up_capital,22000000.00,CET1
2024-05-03,statutory_reserves,24935611.04,CET1
2024-05-03,retained_earnings,26258212.88,CET1
2024-05-03,credit_risk_reserve,5767419.61,CET1
2024-05-03,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-05-10,paid_up_capital,22000000.00,CET1
2024-05-10,statutory_reserves,24977003.94,CET1
2024-05-10,retained_earnings,26306504.60,CET1
2024-05-10,credit_risk_reserve,5716870.07,CET1
2024-05-10,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-05-17,paid_up_capital,22000000.00,CET1
2024-05-17,statutory_reserves,25018396.85,CET1
2024-05-17,retained_earnings,26354796.32,CET1
2024-05-17,credit_risk_reserve,5682670.35,CET1
2024-05-17,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-05-24,paid_up_capital,22000000.00,CET1
2024-05-24,statutory_reserves,25059789.75,CET1
2024-05-24,retained_earnings,26403088.04,CET1
2024-05-24,credit_risk_reserve,5677904.96,CET1
2024-05-24,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-05-31,paid_up_capital,22000000.00,CET1
2024-05-31,statutory_reserves,25101182.65,CET1
2024-05-31,retained_earnings,26451379.76,CET1
2024-05-31,credit_risk_reserve,5807383.73,CET1
2024-05-31,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-06-07,paid_up_capital,22000000.00,CET1
2024-06-07,statutory_reserves,25142575.56,CET1
2024-06-07,retained_earnings,26499671.48,CET1
2024-06-07,credit_risk_reserve,5760799.00,CET1
2024-06-07,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-06-14,paid_up_capital,22000000.00,CET1
2024-06-14,statutory_reserves,25183968.46,CET1
2024-06-14,retained_earnings,26547963.21,CET1
2024-06-14,credit_risk_reserve,5742167.74,CET1
2024-06-14,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-06-21,paid_up_capital,22000000.00,CET1
2024-06-21,statutory_reserves,25225361.37,CET1
2024-06-21,retained_earnings,26596254.93,CET1
2024-06-21,credit_risk_reserve,5765121.22,CET1
2024-06-21,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-06-28,paid_up_capital,22000000.00,CET1
2024-06-28,statutory_reserves,25266754.27,CET1
2024-06-28,retained_earnings,26644546.65,CET1
2024-06-28,credit_risk_reserve,5742323.99,CET1
2024-06-28,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-06-30,paid_up_capital,22000000.00,CET1
2024-06-30,statutory_reserves,25278580.81,CET1
2024-06-30,retained_earnings,26658344.28,CET1
2024-06-30,credit_risk_reserve,5729600.15,CET1
2024-06-30,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-07-05,paid_up_capital,22000000.00,CET1
2024-07-05,statutory_reserves,25308147.17,CET1
2024-07-05,retained_earnings,26692838.37,CET1
2024-07-05,credit_risk_reserve,5764833.29,CET1
2024-07-05,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-07-12,paid_up_capital,22000000.00,CET1
2024-07-12,statutory_reserves,25349540.08,CET1
2024-07-12,retained_earnings,26741130.09,CET1
2024-07-12,credit_risk_reserve,5756946.91,CET1
2024-07-12,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-07-19,paid_up_capital,22000000.00,CET1
2024-07-19,statutory_reserves,25390932.98,CET1
2024-07-19,retained_earnings,26789421.81,CET1
2024-07-19,credit_risk_reserve,5828992.11,CET1
2024-07-19,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-07-26,paid_up_capital,22000000.00,CET1
2024-07-26,statutory_reserves,25432325.89,CET1
2024-07-26,retained_earnings,26837713.53,CET1
2024-07-26,credit_risk_reserve,5742332.50,CET1
2024-07-26,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-07-31,paid_up_capital,22000000.00,CET1
2024-07-31,statutory_reserves,25461892.25,CET1
2024-07-31,retained_earnings,26872207.62,CET1
2024-07-31,credit_risk_reserve,5790703.77,CET1
2024-07-31,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-08-02,paid_up_capital,22000000.00,CET1
2024-08-02,statutory_reserves,25473718.79,CET1
2024-08-02,retained_earnings,26886005.26,CET1
2024-08-02,credit_risk_reserve,5827213.32,CET1
2024-08-02,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-08-09,paid_up_capital,22000000.00,CET1
2024-08-09,statutory_reserves,25515111.70,CET1
2024-08-09,retained_earnings,26934296.98,CET1
2024-08-09,credit_risk_reserve,5825411.58,CET1
2024-08-09,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-08-16,paid_up_capital,22000000.00,CET1
2024-08-16,statutory_reserves,25556504.60,CET1
2024-08-16,retained_earnings,26982588.70,CET1
2024-08-16,credit_risk_reserve,5741734.64,CET1
2024-08-16,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-08-23,paid_up_capital,22000000.00,CET1
2024-08-23,statutory_reserves,25597897.50,CET1
2024-08-23,retained_earnings,27030880.42,CET1
2024-08-23,credit_risk_reserve,5877723.96,CET1
2024-08-23,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-08-30,paid_up_capital,22000000.00,CET1
2024-08-30,statutory_reserves,25639290.41,CET1
2024-08-30,retained_earnings,27079172.14,CET1
2024-08-30,credit_risk_reserve,5878197.70,CET1
2024-08-30,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-08-31,paid_up_capital,22000000.00,CET1
2024-08-31,statutory_reserves,25645203.68,CET1
2024-08-31,retained_earnings,27086070.96,CET1
2024-08-31,credit_risk_reserve,5860589.57,CET1
2024-08-31,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-09-06,paid_up_capital,22000000.00,CET1
2024-09-06,statutory_reserves,25680683.31,CET1
2024-09-06,retained_earnings,27127463.86,CET1
2024-09-06,credit_risk_reserve,5808584.06,CET1
2024-09-06,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-09-13,paid_up_capital,22000000.00,CET1
2024-09-13,statutory_reserves,25722076.22,CET1
2024-09-13,retained_earnings,27175755.58,CET1
2024-09-13,credit_risk_reserve,5933099.24,CET1
2024-09-13,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-09-20,paid_up_capital,22000000.00,CET1
2024-09-20,statutory_reserves,25763469.12,CET1
2024-09-20,retained_earnings,27224047.31,CET1
2024-09-20,credit_risk_reserve,5879193.97,CET1
2024-09-20,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-09-27,paid_up_capital,22000000.00,CET1
2024-09-27,statutory_reserves,25804862.02,CET1
2024-09-27,retained_earnings,27272339.03,CET1
2024-09-27,credit_risk_reserve,5884218.04,CET1
2024-09-27,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-09-30,paid_up_capital,22000000.00,CET1
2024-09-30,statutory_reserves,25822601.84,CET1
2024-09-30,retained_earnings,27293035.48,CET1
2024-09-30,credit_risk_reserve,5952237.12,CET1
2024-09-30,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-10-04,paid_up_capital,22000000.00,CET1
2024-10-04,statutory_reserves,25846254.93,CET1
2024-10-04,retained_earnings,27320630.75,CET1
2024-10-04,credit_risk_reserve,5917819.47,CET1
2024-10-04,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-10-11,paid_up_capital,22000000.00,CET1
2024-10-11,statutory_reserves,25887647.83,CET1
2024-10-11,retained_earnings,27368922.47,CET1
2024-10-11,credit_risk_reserve,5925919.03,CET1
2024-10-11,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-10-18,paid_up_capital,22000000.00,CET1
2024-10-18,statutory_reserves,25929040.74,CET1
2024-10-18,retained_earnings,27417214.19,CET1
2024-10-18,credit_risk_reserve,5994680.97,CET1
2024-10-18,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-10-25,paid_up_capital,22000000.00,CET1
2024-10-25,statutory_reserves,25970433.64,CET1
2024-10-25,retained_earnings,27465505.91,CET1
2024-10-25,credit_risk_reserve,5960931.67,CET1
2024-10-25,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-10-31,paid_up_capital,22000000.00,CET1
2024-10-31,statutory_reserves,26005913.27,CET1
2024-10-31,retained_earnings,27506898.82,CET1
2024-10-31,credit_risk_reserve,5995073.65,CET1
2024-10-31,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-11-01,paid_up_capital,22000000.00,CET1
2024-11-01,statutory_reserves,26011826.54,CET1
2024-11-01,retained_earnings,27513797.63,CET1
2024-11-01,credit_risk_reserve,5956472.82,CET1
2024-11-01,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-11-08,paid_up_capital,22000000.00,CET1
2024-11-08,statutory_reserves,26053219.45,CET1
2024-11-08,retained_earnings,27562089.36,CET1
2024-11-08,credit_risk_reserve,6084072.74,CET1
2024-11-08,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-11-15,paid_up_capital,22000000.00,CET1
2024-11-15,statutory_reserves,26094612.35,CET1
2024-11-15,retained_earnings,27610381.08,CET1
2024-11-15,credit_risk_reserve,6009026.15,CET1
2024-11-15,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-11-22,paid_up_capital,22000000.00,CET1
2024-11-22,statutory_reserves,26136005.26,CET1
2024-11-22,retained_earnings,27658672.80,CET1
2024-11-22,credit_risk_reserve,5997283.22,CET1
2024-11-22,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-11-29,paid_up_capital,22000000.00,CET1
2024-11-29,statutory_reserves,26177398.16,CET1
2024-11-29,retained_earnings,27706964.52,CET1
2024-11-29,credit_risk_reserve,5998446.23,CET1
2024-11-29,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-11-30,paid_up_capital,22000000.00,CET1
2024-11-30,statutory_reserves,26183311.43,CET1
2024-11-30,retained_earnings,27713863.34,CET1
2024-11-30,credit_risk_reserve,6055058.47,CET1
2024-11-30,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-12-06,paid_up_capital,22000000.00,CET1
2024-12-06,statutory_reserves,26218791.06,CET1
2024-12-06,retained_earnings,27755256.24,CET1
2024-12-06,credit_risk_reserve,5956714.84,CET1
2024-12-06,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-12-13,paid_up_capital,22000000.00,CET1
2024-12-13,statutory_reserves,26260183.97,CET1
2024-12-13,retained_earnings,27803547.96,CET1
2024-12-13,credit_risk_reserve,6026878.17,CET1
2024-12-13,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-12-20,paid_up_capital,22000000.00,CET1
2024-12-20,statutory_reserves,26301576.87,CET1
2024-12-20,retained_earnings,27851839.68,CET1
2024-12-20,credit_risk_reserve,5994424.08,CET1
2024-12-20,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-12-27,paid_up_capital,22000000.00,CET1
2024-12-27,statutory_reserves,26342969.78,CET1
2024-12-27,retained_earnings,27900131.41,CET1
2024-12-27,credit_risk_reserve,5933658.11,CET1
2024-12-27,intangible_assets,-1200000.00,CET1_DEDUCTION
2024-12-31,paid_up_capital,22000000.00,CET1
2024-12-31,statutory_reserves,26366622.86,CET1
2024-12-31,retained_earnings,27927726.68,CET1
2024-12-31,credit_risk_reserve,6040055.29,CET1
2024-12-31,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-01-03,paid_up_capital,22000000.00,CET1
2025-01-03,statutory_reserves,26384362.68,CET1
2025-01-03,retained_earnings,27948423.13,CET1
2025-01-03,credit_risk_reserve,6071537.23,CET1
2025-01-03,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-01-10,paid_up_capital,22000000.00,CET1
2025-01-10,statutory_reserves,26425755.58,CET1
2025-01-10,retained_earnings,27996714.85,CET1
2025-01-10,credit_risk_reserve,5988857.36,CET1
2025-01-10,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-01-17,paid_up_capital,22000000.00,CET1
2025-01-17,statutory_reserves,26467148.49,CET1
2025-01-17,retained_earnings,28045006.57,CET1
2025-01-17,credit_risk_reserve,6038460.25,CET1
2025-01-17,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-01-24,paid_up_capital,22000000.00,CET1
2025-01-24,statutory_reserves,26508541.39,CET1
2025-01-24,retained_earnings,28093298.29,CET1
2025-01-24,credit_risk_reserve,6090085.30,CET1
2025-01-24,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-01-31,paid_up_capital,22000000.00,CET1
2025-01-31,statutory_reserves,26549934.30,CET1
2025-01-31,retained_earnings,28141590.01,CET1
2025-01-31,credit_risk_reserve,5942753.90,CET1
2025-01-31,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-02-07,paid_up_capital,22000000.00,CET1
2025-02-07,statutory_reserves,26591327.20,CET1
2025-02-07,retained_earnings,28189881.73,CET1
2025-02-07,credit_risk_reserve,6167754.38,CET1
2025-02-07,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-02-14,paid_up_capital,22000000.00,CET1
2025-02-14,statutory_reserves,26632720.11,CET1
2025-02-14,retained_earnings,28238173.46,CET1
2025-02-14,credit_risk_reserve,6110509.31,CET1
2025-02-14,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-02-21,paid_up_capital,22000000.00,CET1
2025-02-21,statutory_reserves,26674113.01,CET1
2025-02-21,retained_earnings,28286465.18,CET1
2025-02-21,credit_risk_reserve,5990763.10,CET1
2025-02-21,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-02-28,paid_up_capital,22000000.00,CET1
2025-02-28,statutory_reserves,26715505.91,CET1
2025-02-28,retained_earnings,28334756.90,CET1
2025-02-28,credit_risk_reserve,6150490.09,CET1
2025-02-28,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-03-07,paid_up_capital,22000000.00,CET1
2025-03-07,statutory_reserves,26756898.82,CET1
2025-03-07,retained_earnings,28383048.62,CET1
2025-03-07,credit_risk_reserve,6116406.64,CET1
2025-03-07,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-03-14,paid_up_capital,22000000.00,CET1
2025-03-14,statutory_reserves,26798291.72,CET1
2025-03-14,retained_earnings,28431340.34,CET1
2025-03-14,credit_risk_reserve,6148766.68,CET1
2025-03-14,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-03-21,paid_up_capital,22000000.00,CET1
2025-03-21,statutory_reserves,26839684.63,CET1
2025-03-21,retained_earnings,28479632.06,CET1
2025-03-21,credit_risk_reserve,6130206.19,CET1
2025-03-21,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-03-28,paid_up_capital,22000000.00,CET1
2025-03-28,statutory_reserves,26881077.53,CET1
2025-03-28,retained_earnings,28527923.78,CET1
2025-03-28,credit_risk_reserve,6172308.43,CET1
2025-03-28,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-03-31,paid_up_capital,22000000.00,CET1
2025-03-31,statutory_reserves,26898817.35,CET1
2025-03-31,retained_earnings,28548620.24,CET1
2025-03-31,credit_risk_reserve,6194790.81,CET1
2025-03-31,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-04-04,paid_up_capital,22000000.00,CET1
2025-04-04,statutory_reserves,26922470.43,CET1
2025-04-04,retained_earnings,28576215.51,CET1
2025-04-04,credit_risk_reserve,6174987.43,CET1
2025-04-04,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-04-11,paid_up_capital,22000000.00,CET1
2025-04-11,statutory_reserves,26963863.34,CET1
2025-04-11,retained_earnings,28624507.23,CET1
2025-04-11,credit_risk_reserve,6190971.21,CET1
2025-04-11,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-04-18,paid_up_capital,22000000.00,CET1
2025-04-18,statutory_reserves,27005256.24,CET1
2025-04-18,retained_earnings,28672798.95,CET1
2025-04-18,credit_risk_reserve,6143507.13,CET1
2025-04-18,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-04-25,paid_up_capital,22000000.00,CET1
2025-04-25,statutory_reserves,27046649.15,CET1
2025-04-25,retained_earnings,28721090.67,CET1
2025-04-25,credit_risk_reserve,6258170.57,CET1
2025-04-25,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-04-30,paid_up_capital,22000000.00,CET1
2025-04-30,statutory_reserves,27076215.51,CET1
2025-04-30,retained_earnings,28755584.76,CET1
2025-04-30,credit_risk_reserve,6342482.42,CET1
2025-04-30,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-05-02,paid_up_capital,22000000.00,CET1
2025-05-02,statutory_reserves,27088042.05,CET1
2025-05-02,retained_earnings,28769382.39,CET1
2025-05-02,credit_risk_reserve,6223597.52,CET1
2025-05-02,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-05-09,paid_up_capital,22000000.00,CET1
2025-05-09,statutory_reserves,27129434.95,CET1
2025-05-09,retained_earnings,28817674.11,CET1
2025-05-09,credit_risk_reserve,6317664.99,CET1
2025-05-09,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-05-16,paid_up_capital,22000000.00,CET1
2025-05-16,statutory_reserves,27170827.86,CET1
2025-05-16,retained_earnings,28865965.83,CET1
2025-05-16,credit_risk_reserve,6357437.17,CET1
2025-05-16,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-05-23,paid_up_capital,22000000.00,CET1
2025-05-23,statutory_reserves,27212220.76,CET1
2025-05-23,retained_earnings,28914257.56,CET1
2025-05-23,credit_risk_reserve,6210808.60,CET1
2025-05-23,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-05-30,paid_up_capital,22000000.00,CET1
2025-05-30,statutory_reserves,27253613.67,CET1
2025-05-30,retained_earnings,28962549.28,CET1
2025-05-30,credit_risk_reserve,6407782.72,CET1
2025-05-30,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-05-31,paid_up_capital,22000000.00,CET1
2025-05-31,statutory_reserves,27259526.94,CET1
2025-05-31,retained_earnings,28969448.09,CET1
2025-05-31,credit_risk_reserve,6385058.43,CET1
2025-05-31,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-06-06,paid_up_capital,22000000.00,CET1
2025-06-06,statutory_reserves,27295006.57,CET1
2025-06-06,retained_earnings,29010841.00,CET1
2025-06-06,credit_risk_reserve,6364455.12,CET1
2025-06-06,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-06-13,paid_up_capital,22000000.00,CET1
2025-06-13,statutory_reserves,27336399.47,CET1
2025-06-13,retained_earnings,29059132.72,CET1
2025-06-13,credit_risk_reserve,6308611.51,CET1
2025-06-13,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-06-20,paid_up_capital,22000000.00,CET1
2025-06-20,statutory_reserves,27377792.38,CET1
2025-06-20,retained_earnings,29107424.44,CET1
2025-06-20,credit_risk_reserve,6470913.36,CET1
2025-06-20,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-06-27,paid_up_capital,22000000.00,CET1
2025-06-27,statutory_reserves,27419185.28,CET1
2025-06-27,retained_earnings,29155716.16,CET1
2025-06-27,credit_risk_reserve,6373738.54,CET1
2025-06-27,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-06-30,paid_up_capital,22000000.00,CET1
2025-06-30,statutory_reserves,27436925.10,CET1
2025-06-30,retained_earnings,29176412.61,CET1
2025-06-30,credit_risk_reserve,6465146.09,CET1
2025-06-30,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-07-04,paid_up_capital,22000000.00,CET1
2025-07-04,statutory_reserves,27460578.19,CET1
2025-07-04,retained_earnings,29204007.88,CET1
2025-07-04,credit_risk_reserve,6439334.62,CET1
2025-07-04,intangible_assets,-1200000.00,CET1_DEDUCTION
2025-07-11,paid_up_capital,22000000.00,CET1
2025-07-11,statutory_reserves,27501971.09,CET1
2025-07-11,retained_earnings,29252299.61,CET1
