date,deposit_inflow_ghs,deposit_outflow_ghs,net_cashflow_ghs
2020-03-23,6788570.46,7702434.28,-913863.82
2020-03-24,11521709.21,9159974.22,2361734.99
2020-03-25,9181937.74,7365052.98,1816884.76
2020-03-26,10954206.24,8705177.01,2249029.23
2020-03-27,9702562.06,7794183.27,1908378.79
2020-03-28,4976976.27,5622871.31,-645895.04
2020-03-30,10945353.00,8666033.22,2279319.79
2020-03-31,9747247.92,7863278.79,1883969.13
2020-04-01,5082837.97,5778825.99,-695988.01
2020-04-02,6990660.10,7922112.02,-931451.92
2020-04-03,10616971.91,8371941.67,2245030.24
2020-04-04,9493961.59,7635879.06,1858082.53
2020-04-06,10555536.42,8575836.48,1979699.94
2020-04-07,6143150.13,6929243.27,-786093.14
2020-04-08,6335675.80,7211159.33,-875483.53
2020-04-09,9526948.09,7483153.13,2043794.96
2020-04-10,10614244.40,8580332.04,2033912.37
2020-04-11,6136971.53,6898461.66,-761490.13
2020-04-13,9834912.08,7735659.81,2099252.27
2020-04-14,10872703.96,8792105.25,2080598.71
2020-04-15,10374601.63,8149785.06,2224816.57
2020-04-16,10304079.22,8355897.60,1948181.62
2020-04-17,6348227.64,7152765.76,-804538.12
2020-04-18,5709170.18,6526976.43,-817806.25
2020-04-20,10289646.76,8297429.72,1992217.04
2020-04-21,6400835.88,7185332.23,-784496.34
2020-04-22,5665153.29,6518831.64,-853678.35
2020-04-23,10073782.63,7943021.65,2130760.98
2020-04-24,10035806.97,8063262.62,1972544.35
2020-04-25,9456812.31,7622454.04,1834358.27
2020-04-27,7292577.20,8256960.84,-964383.64
2020-04-28,5223876.53,5927827.19,-703950.66
2020-04-29,9439033.97,7553717.27,1885316.70
2020-04-30,10671256.53,8472197.81,2199058.73
2020-05-01,7239962.16,8235728.45,-995766.29
2020-05-02,5269433.66,5948327.79,-678894.14
2020-05-04,10920660.62,8674474.57,2246186.05
2020-05-05,9143881.47,7350850.33,1793031.14
2020-05-06,11564424.79,9191916.82,2372507.97
2020-05-07,6563650.52,7464860.30,-901209.79
2020-05-08,5468126.43,6195699.00,-727572.57
2020-05-09,9195769.40,7343288.68,1852480.72
2020-05-11,6568821.94,7503856.52,-935034.58
2020-05-12,5458375.94,6154652.09,-696276.14
2020-05-13,8889468.61,7066812.06,1822656.56
2020-05-14,11249671.16,8961807.71,2287863.45
2020-05-15,9989215.96,8048194.20,1941021.76
2020-05-16,10107561.90,7973118.74,2134443.16
2020-05-18,6557570.52,7349474.55,-791904.02
2020-05-19,10026441.02,8101513.06,1924927.96
2020-05-20,10094116.07,7921016.70,2173099.36
2020-05-21,5862168.62,6687478.38,-825309.76
2020-05-22,6660116.77,7498622.24,-838505.48
2020-05-23,10341290.30,8368770.53,1972519.77
2020-05-25,10825477.31,8777391.67,2048085.64
2020-05-26,9868018.57,7765232.20,2102786.37
2020-05-27,6130931.06,7037441.52,-906510.46
2020-05-28,5890703.18,6624609.79,-733906.61
2020-05-29,10936053.28,8896805.30,2039247.98
2020-05-30,9786143.14,7654634.94,2131508.21
2020-06-01,5934252.34,6707281.15,-773028.82
2020-06-02,10593166.81,8588804.55,2004362.26
2020-06-03,9536730.97,7431702.35,2105028.62
2020-06-04,6654012.17,7489316.76,-835304.59
2020-06-05,5856076.09,6678048.41,-821972.32
2020-06-06,10087001.26,7912453.63,2174547.64
2020-06-08,6551739.56,7326744.75,-775005.19
2020-06-09,5935491.91,6805233.85,-869741.94
2020-06-10,10106115.93,7951475.03,2154640.90
2020-06-11,9984133.91,8025595.78,1958538.12
2020-06-12,6349539.46,7118974.75,-769435.29
2020-06-13,5695915.48,6554856.93,-858941.46
2020-06-15,6103298.23,6947899.98,-844601.76
2020-06-16,9779204.61,7646255.52,2132949.09
2020-06-17,10928944.16,8888188.01,2040756.15
2020-06-18,5884615.11,6602748.06,-718132.95
2020-06-19,6128636.95,7016784.92,-888147.97
2020-06-20,9866748.67,7743979.39,2122769.28
2020-06-22,6086403.34,6833139.80,-746736.46
2020-06-23,6376809.02,7301377.44,-924568.42
2020-06-24,11267432.40,8936095.90,2331336.50
2020-06-25,8870340.14,7116515.13,1753825.01
2020-06-26,5689179.72,6439737.81,-750558.10
2020-06-27,6790307.01,7714064.60,-923757.58
2020-06-29,8929292.75,7110503.48,1818789.27
2020-06-30,5684992.39,6399866.57,-714874.18
2020-07-01,6803930.50,7757973.58,-954043.08
2020-07-02,11536223.63,9216171.10,2320052.53
2020-07-03,9155530.87,7298920.63,1856610.24
2020-07-04,10939118.73,8649664.40,2289454.33
2020-07-06,5004582.92,5688783.40,-684200.48
2020-07-07,7050099.66,7996413.19,-946313.53
2020-07-08,10960990.24,8721692.60,2239297.64
2020-07-09,9719785.26,7794133.85,1925651.41
2020-07-10,5055510.20,5712525.99,-657015.79
2020-07-11,7006189.25,7978539.46,-972350.20
2020-07-13,9467718.38,7568734.33,1898984.05
2020-07-14,9598327.02,7528213.97,2070113.05
2020-07-15,10533563.82,8519436.55,2014127.27
2020-07-16,6121309.26,6873492.00,-752182.74
2020-07-17,6354916.28,7280331.58,-925415.30
2020-07-18,9507269.01,7417148.50,2090120.51
2020-07-20,6158205.27,6953883.75,-795678.48
2020-07-21,6325920.73,7195901.07,-869980.34
2020-07-22,9816103.93,7669433.68,2146670.24
2020-07-23,10893137.51,8848220.25,2044917.27
2020-07-24,10393792.42,8218845.16,2174947.25
2020-07-25,10282346.87,8300326.24,1982020.63
2020-07-27,5728242.59,6593070.78,-864828.19
2020-07-28,10370904.30,8164208.72,2206695.59
2020-07-29,10311210.62,8353039.50,1958171.12
2020-07-30,6422283.96,7241878.13,-819594.17
2020-07-31,5645423.53,6452693.59,-807270.06
2020-08-01,10055072.71,7875970.62,2179102.09
2020-08-03,9429938.72,7555129.19,1874809.54
2020-08-04,10674095.78,8457197.97,2216897.81
2020-08-05,7306791.66,8313272.85,-1006481.19
2020-08-06,5196878.05,5861554.33,-664676.29
2020-08-07,9465180.84,7620805.61,1844375.22
2020-08-08,10656893.33,8418344.20,2238549.14
2020-08-10,5295694.85,6014464.22,-718769.37
2020-08-11,9776452.06,7878582.60,1897869.46
2020-08-12,10905008.13,8618952.61,2286055.52
2020-08-13,9117214.34,7284770.83,1832443.51
2020-08-14,11578363.99,9248102.30,2330261.68
2020-08-15,6577721.13,7518535.77,-940814.64
2020-08-17,9222133.49,7409600.15,1812533.34
2020-08-18,11489058.33,9143839.02,2345219.31
2020-08-19,6554183.37,7449882.32,-895698.95
2020-08-20,5484853.39,6221912.58,-737059.19
2020-08-21,8916784.92,7132741.61,1784043.31
2020-08-22,11234117.45,8905461.10,2328656.35
2020-08-24,10089286.97,7905944.55,2183342.41
2020-08-25,5919540.66,6759338.14,-839797.49
2020-08-26,6578492.76,7405699.72,-827206.96
2020-08-27,10006216.33,8047805.61,1958410.73
2020-08-28,10112722.10,7988236.72,2124485.38
2020-08-29,5880899.47,6753525.60,-872626.13
2020-08-31,10319723.86,8313135.03,2006588.83
2020-09-01,10351360.36,8187561.97,2163798.39
2020-09-02,10846064.99,8833438.33,2012626.66
2020-09-03,9849901.34,7699003.33,2150898.01
2020-09-04,6112704.97,6970380.93,-857675.96
2020-09-05,5911430.82,6678372.83,-766942.01
2020-09-07,9804924.48,7720816.56,2084107.92
2020-09-08,6128121.73,7024561.01,-896439.27
2020-09-09,5913699.31,6653385.70,-739686.39
2020-09-10,10571742.80,8532573.52,2039169.29
2020-09-11,9556517.13,7497789.29,2058727.84
2020-09-12,6626581.87,7415989.04,-789407.17
2020-09-14,10102675.99,7965700.13,2136975.87
2020-09-15,9992086.32,8023196.67,1968889.65
2020-09-16,6579474.97,7399723.08,-820248.10
2020-09-17,5920500.54,6752906.26,-832405.72
2020-09-18,10091018.37,7898407.20,2192611.17
2020-09-19,10011949.24,8095696.97,1916252.27
2020-09-21,5681671.83,6504103.22,-822431.39
2020-09-22,5900795.88,6628030.78,-727234.90
2020-09-23,6118695.92,7001028.17,-882332.26
2020-09-24,9794697.03,7698536.04,2096160.99
2020-09-25,10901621.95,8815033.08,2086588.87
2020-09-26,5912538.63,6673043.93,-760505.29
2020-09-28,9851486.28,7691522.92,2159963.35
2020-09-29,10848279.65,8826775.79,2021503.86
2020-09-30,6113168.33,6903162.25,-789993.92
2020-10-01,6362697.52,7248370.35,-885672.83
2020-10-02,11224758.52,8880458.93,2344299.60
2020-10-03,8894992.81,7123794.64,1771198.17
2020-10-05,6812930.04,7721971.08,-909041.04
2020-10-06,11251843.27,8969804.80,2282038.46
2020-10-07,8892346.22,7073994.39,1818351.83
2020-10-08,5709897.09,6422640.15,-712743.07
2020-10-09,6773037.78,7718732.24,-945694.46
2020-10-10,11505653.27,9208076.83,2297576.44
2020-10-12,10968817.58,8657508.77,2311308.81
2020-10-13,9686226.10,7809901.96,1876324.15
2020-10-14,5022212.91,5696190.88,-673977.97
2020-10-15,7014378.10,7940599.47,-926221.36
2020-10-16,10922696.18,8682267.86,2240428.32
2020-10-17,9752021.95,7817025.45,1934996.50
2020-10-19,7033334.87,8002433.48,-969098.61
2020-10-20,10673475.01,8480022.19,2193452.82
2020-10-21,9441965.32,7561200.54,1880764.77
2020-10-22,9558188.62,7476973.85,2081214.77
2020-10-23,10560980.53,8527425.03,2033555.50
2020-10-24,6083415.28,6818737.59,-735322.31
2020-10-26,9538864.70,7438994.52,2099870.18
2020-10-27,10596272.74,8596860.55,1999412.19
2020-10-28,6184182.71,6977591.72,-793409.01
2020-10-29,6295689.52,7157680.83,-861991.31
2020-10-30,9788325.71,7662036.47,2126289.24
2020-10-31,10938881.43,8904815.12,2034066.31
2020-11-02,10236986.31,8245319.01,1991667.29
2020-11-03,6346673.42,7104410.93,-757737.52
2020-11-04,5695495.78,6542003.65,-846507.87
2020-11-05,10333719.77,8126168.40,2207551.37
2020-11-06,10344216.13,8376629.91,1967586.21
2020-11-07,6389862.56,7201800.85,-811938.29
2020-11-09,10096159.75,7928466.70,2167693.05
2020-11-10,10029462.37,8109302.75,1920159.62
2020-11-11,9392259.86,7517619.96,1874639.90
2020-11-12,10707516.83,8480419.91,2227096.91
2020-11-13,7274899.74,8272728.95,-997829.21
2020-11-14,5221045.34,5883897.35,-662852.01
2020-11-16,10614778.27,8364211.09,2250567.18
2020-11-17,7248703.54,8187656.00,-938952.46
2020-11-18,5259794.48,5962587.11,-702792.63
2020-11-19,9744155.16,7855554.26,1888600.90
2020-11-20,10943226.86,8658170.93,2285055.92
2020-11-21,9148276.31,7306867.69,1841408.62
2020-11-23,6604183.20,7541938.22,-937755.02
2020-11-24,5410702.47,6090936.45,-680233.98
2020-11-25,9178904.29,7357604.94,1821299.35
2020-11-26,11519656.75,9151972.72,2367684.03
2020-11-27,6519351.92,7395821.20,-876469.28
2020-11-28,5503333.39,6229300.59,-725967.20
2020-11-30,11199683.29,8881529.35,2318153.93
2020-12-01,9971357.70,8063304.37,1908053.34
2020-12-02,10122004.26,7928528.86,2193475.40
2020-12-03,5890422.61,6722422.26,-831999.65
2020-12-04,6605093.65,7429836.42,-824742.77
2020-12-05,10032681.39,8055447.49,1977233.90
2020-12-07,5901700.17,6761071.44,-859371.26
2020-12-08,6600956.06,7385955.96,-784999.90
2020-12-09,10286781.16,8289683.25,1997097.91
2020-12-10,10388619.49,8225806.74,2162812.75
2020-12-11,10880134.74,8857825.37,2022309.37
2020-12-12,9813501.31,7662018.61,2151482.70
2020-12-14,5880067.79,6639661.66,-759593.87
2020-12-15,10869759.31,8784064.47,2085694.84
2020-12-16,9832684.28,7728179.59,2104504.70
2020-12-17,6094153.53,6971743.25,-877589.71
2020-12-18,5933270.68,6661270.56,-727999.88
2020-12-19,10611186.63,8572330.86,2038855.77
2020-12-21,6605945.40,7408070.41,-802125.01
2020-12-22,5905020.02,6782349.58,-877329.56
2020-12-23,10074242.29,7958101.26,2116141.04
2020-12-24,10036746.64,8077349.74,1959396.90
2020-12-25,6612347.39,7440294.64,-827947.24
2020-12-26,5895414.14,6730598.84,-835184.70
2020-12-28,9979513.94,8072508.17,1907005.77
2020-12-29,6338022.31,7134391.22,-796368.91
2020-12-30,5702076.56,6511496.99,-809420.44
2020-12-31,5938127.03,6682068.26,-743941.23
2021-01-01,6097661.73,6993611.62,-895949.89
2021-01-02,9835380.80,7750511.66,2084869.14
2021-01-04,5886995.72,6649606.04,-762610.32
2021-01-05,6143168.00,7001193.14,-858025.14
2021-01-06,9819438.62,7669393.09,2150045.53
2021-01-07,10888175.67,8867231.22,2020944.45
2021-01-08,6133067.42,6911174.25,-778106.82
2021-01-09,6328404.29,7194981.18,-866576.89
2021-01-11,9109563.71,7276065.02,1833498.69
2021-01-12,5433948.80,6118131.17,-684182.37
2021-01-13,6572377.01,7509623.44,-937246.43
2021-01-14,11486498.90,9119649.92,2366848.99
2021-01-15,9217623.86,7388486.54,1829137.32
2021-01-16,5480074.62,6201972.74,-721898.12
2021-01-18,11231937.02,8913306.85,2318630.17
2021-01-19,8914695.64,7138527.82,1776167.82
2021-01-20,10667744.50,8449223.62,2218520.88
2021-01-21,9421677.05,7545939.82,1875737.22
2021-01-22,5190516.71,5852418.48,-661901.77
2021-01-23,7301656.01,8304531.73,-1002875.71
2021-01-25,9461689.21,7599980.78,1861708.43
2021-01-26,5290331.88,5994145.36,-703813.48
2021-01-27,7221935.29,8156002.68,-934067.40
2021-01-28,10903522.53,8626967.43,2276555.10
2021-01-29,9774754.97,7885047.64,1889707.33
2021-01-30,9851751.47,7691661.27,2160090.20
2021-02-01,5912087.51,6672503.00,-760415.49
2021-02-02,6113230.27,6963255.74,-850025.47
2021-02-03,9794432.01,7698406.29,2096025.72
2021-02-04,10901160.85,8814736.48,2086424.37
2021-02-05,5901248.42,6628577.74,-727329.32
2021-02-06,6118954.13,7001354.37,-882400.24
2021-02-08,10579473.39,8541745.15,2037728.24
2021-02-09,10090819.90,7898326.73,2192493.17
2021-02-10,10011561.44,8095469.39,1916092.05
2021-02-11,6579868.84,7400201.65,-820332.81
2021-02-12,5920706.56,6753183.54,-832476.98
2021-02-13,10102873.16,7965771.21,2137101.95
2021-02-15,6626185.81,7415503.40,-789317.60
2021-02-16,5871415.02,6730180.74,-858765.72
2021-02-17,10357594.27,8195404.25,2162190.02
2021-02-18,10328300.73,8322766.32,2005534.41
2021-02-19,9724864.21,7840761.38,1884102.84
2021-02-20,10937591.08,8627053.33,2310537.75
2021-02-22,4998900.51,5668866.88,-669966.37
2021-02-23,9713377.91,7786282.31,1927095.60
2021-02-24,10953922.19,8712824.53,2241097.66
2021-02-25,6999610.37,7968201.89,-968591.52
2021-02-26,5049334.43,5703519.45,-654185.01
2021-02-27,9480815.65,7591871.16,1888944.49
2021-03-01,8865285.03,7095346.07,1769938.96
2021-03-02,11266669.09,8913409.64,2353259.45
2021-03-03,6787869.93,7692185.37,-904315.44
2021-03-04,5682677.18,6417581.30,-734904.12
2021-03-05,8922057.18,7102379.11,1819678.07
2021-03-06,11209927.21,8936691.54,2273235.67
2021-03-08,5679211.96,6391220.51,-712008.55
2021-03-09,9167977.12,7321335.55,1846641.57
2021-03-10,11547509.78,9241298.66,2306211.12
2021-03-11,10268735.82,8276049.88,1992685.95
2021-03-12,10382443.60,8194919.64,2187523.95
2021-03-13,5718657.50,6569810.23,-851152.74
2021-03-15,10312457.26,8345734.57,1966722.70
2021-03-16,10374070.72,8157678.99,2216391.73
2021-03-17,5646778.57,6446923.80,-800145.23
2021-03-18,6421997.59,7234533.89,-812536.30
2021-03-19,10061515.22,8140102.00,1921413.21
2021-03-20,10056831.81,7897515.07,2159316.74
2021-03-22,9587516.50,7505449.78,2082066.72
2021-03-23,6344477.40,7255226.31,-910748.91
2021-03-24,6108769.66,6848344.25,-739574.58
2021-03-25,10636366.72,8628917.00,2007449.73
2021-03-26,9509529.11,7410637.61,2098891.50
2021-03-27,6327848.85,7190309.86,-862461.01
2021-03-29,10897499.84,8871704.31,2025795.53
2021-03-30,9817480.41,7690505.39,2126975.02
2021-03-31,6421933.79,7241458.52,-819524.74
2021-04-01,5645092.22,6452266.68,-807174.46
2021-04-02,10371243.83,8164384.71,2206859.12
2021-04-03,10311567.00,8353262.28,1958304.73
2021-04-05,5728557.16,6593475.89,-864918.73
2021-04-06,10393469.44,8218691.17,2174778.26
2021-04-07,10281974.57,8300081.00,1981893.57
2021-04-08,6581551.32,7365995.37,-784444.06
2021-04-09,5906971.36,6781480.58,-874509.22
2021-04-10,6158498.96,6954241.57,-795742.61
2021-04-12,9506997.33,7417031.20,2089966.13
2021-04-13,10635299.59,8636529.73,1998769.86
2021-04-14,6121001.16,6873112.21,-752111.05
2021-04-15,6354654.58,7279984.95,-925330.37
2021-04-16,9598583.27,7528310.00,2070273.27
2021-04-17,10533864.69,8519620.08,2014244.61
2021-04-19,6154009.74,7052110.90,-898101.16
2021-04-20,11537622.96,9215802.54,2321820.42
2021-04-21,9147008.83,7313133.23,1833875.60
2021-04-22,5409563.06,6095699.86,-686136.80
2021-04-23,6602758.71,7548302.34,-945543.64
2021-04-24,11529792.70,9176064.13,2353728.58
2021-04-26,5516641.99,6254872.43,-738230.44
2021-04-27,6529157.27,7420249.46,-891092.19
2021-04-28,11193374.49,8873580.70,2319793.79
2021-04-29,8945490.89,7160440.58,1785050.31
2021-04-30,10705530.21,8488089.99,2217440.22
2021-05-01,9389948.87,7523380.30,1866568.57
2021-05-03,7274009.06,8280297.05,-1006287.99
2021-05-04,10625472.45,8387586.51,2237885.94
2021-05-05,9505160.49,7652647.49,1852513.00
2021-05-06,5272078.12,5986627.98,-714549.86
2021-05-07,7258288.09,8212610.58,-954322.48
2021-05-08,10937400.73,8650502.55,2286898.18
2021-05-10,9819636.61,7669473.81,2150162.80
2021-05-11,10888562.21,8867457.27,2021104.94
2021-05-12,5886600.59,6649125.65,-762525.06
2021-05-13,6142963.22,7000916.36,-857953.13
2021-05-14,9835183.81,7750440.02,2084743.79
2021-05-15,10873130.60,8806636.87,2066493.72
2021-05-17,6097865.06,6993878.88,-896013.82
2021-05-18,9526159.38,7468521.81,2057637.57
2021-05-19,10613018.35,8565637.73,2047380.62
2021-05-20,10127503.60,7935804.05,2191699.54
2021-05-21,9979057.06,8072220.01,1906837.05
2021-05-22,6612798.90,7440836.36,-828037.46
2021-05-24,10074506.08,7958231.30,2116274.78
2021-05-25,10037205.48,8077644.87,1959560.62
2021-05-26,6605492.60,7407521.56,-802028.96
2021-05-27,5904763.81,6782023.85,-877260.04
2021-05-28,10390640.28,8218349.75,2172290.53
2021-05-29,10289140.35,8283456.70,2005683.65
2021-05-31,10979989.99,8681963.60,2298026.39
2021-06-01,7025183.91,7966832.04,-941648.14
2021-06-02,5034523.42,5719951.48,-685428.06
2021-06-03,9751442.84,7824350.60,1927092.24
2021-06-04,10920123.79,8689271.54,2230852.25
2021-06-05,7031103.03,8008183.41,-977080.38
2021-06-07,9437162.35,7539336.95,1897825.40
2021-06-08,10672268.14,8457702.01,2214566.13
2021-06-09,8908248.23,7146565.30,1761682.93
2021-06-10,11236345.35,8905389.94,2330955.41
2021-06-11,6822995.68,7747040.84,-924045.16
2021-06-12,5663910.37,6410083.21,-746172.84
2021-06-14,11248499.61,8976615.31,2271884.31
2021-06-15,6771247.74,7724876.51,-953628.77
2021-06-16,5710259.88,6429414.11,-719154.23
2021-06-17,9193132.64,7328649.54,1864483.11
2021-06-18,11504192.29,9184620.10,2319572.19
2021-06-19,10241994.17,8268296.93,1973697.24
2021-06-21,5698141.57,6562377.13,-864235.56
2021-06-22,6353109.09,7127573.04,-774463.95
2021-06-23,10351550.45,8385128.42,1966422.03
2021-06-24,10340945.89,8134753.30,2206192.60
2021-06-25,5675511.00,6483280.14,-807769.14
2021-06-26,6395774.59,7210727.74,-814953.15
2021-06-28,10085146.47,7905081.36,2180065.11
2021-06-29,10566471.73,8551135.71,2015336.02
2021-06-30,9560043.28,7498197.43,2061845.84
2021-07-01,6378711.49,7308820.20,-930108.72
2021-07-02,6088924.25,6840344.68,-751420.42
2021-07-03,10602686.32,8604871.16,1997815.17
2021-07-05,6302133.54,7167570.27,-865436.72
2021-07-06,6190579.36,6987090.94,-796511.58
2021-07-07,10925647.94,8879887.69,2045760.25
2021-07-08,9776742.69,7638731.17,2138011.51
2021-07-09,6389569.37,7201443.80,-811874.42
2021-07-10,5669669.82,6474241.29,-804571.48
2021-07-12,10344502.39,8376791.02,1967711.38
2021-07-13,6346982.67,7104790.65,-757807.98
2021-07-14,5695759.85,6542351.78,-846591.93
2021-07-15,10422527.04,8226401.17,2196125.86
2021-07-16,10236683.29,8245135.03,1991548.26
2021-07-17,6554947.11,7341926.61,-786979.51
2021-07-19,6184533.26,6978011.21,-793477.94
2021-07-20,6296022.22,7158109.18,-862086.96
2021-07-21,9538526.51,7438820.22,2099706.28
2021-07-22,10595915.00,8596637.36,1999277.64
2021-07-23,6083049.65,6818296.63,-735246.98
2021-07-24,6376308.33,7287513.64,-911205.31
2021-07-26,10561353.87,8527670.66,2033683.22
2021-07-27,5887221.69,6616347.17,-729125.48
2021-07-28,6128633.70,7029608.98,-900975.28
2021-07-29,10273753.97,8277261.40,1996492.57
2021-07-30,10387031.17,8195442.39,2191588.78
2021-07-31,5721610.59,6570657.23,-849046.64
2021-08-02,10307678.38,8344681.53,1962996.84
2021-08-03,10369297.94,8157057.38,2212240.55
2021-08-04,5643683.16,6445871.77,-802188.60
2021-08-05,6418856.91,7233387.27,-814530.36
2021-08-06,10065581.91,8140826.17,1924755.74
2021-08-07,10060999.11,7898003.20,2162995.90
2021-08-09,9591584.89,7505802.25,2085782.64
2021-08-10,6348265.91,7256932.34,-908666.44
2021-08-11,6112603.23,6850430.98,-737827.75
2021-08-12,10632046.16,8628200.25,2003845.91
2021-08-13,9505641.50,7410327.46,2095314.04
2021-08-14,6324201.59,7188750.58,-864548.99
2021-08-16,10902620.28,8872996.92,2029623.36
2021-08-17,9822035.54,7691181.50,2130854.04
2021-08-18,9720679.39,7839902.49,1880776.90
2021-08-19,10933387.13,8626643.09,2306744.03
2021-08-20,7044261.55,7973023.63,-928762.08
2021-08-21,4995093.94,5666416.94,-671323.00
2021-08-23,10958300.32,8713320.76,2244979.56
2021-08-24,7003606.02,7970065.04,-966459.02
2021-08-25,5052931.19,5705692.77,-652761.58
2021-08-26,9476169.33,7590810.86,1885358.47
2021-08-27,10638350.72,8449383.03,2188967.70
2021-08-28,8860741.27,7094144.72,1766596.55
2021-08-30,6784461.85,7691042.15,-906580.29
2021-08-31,5679670.19,6416294.42,-736624.23
2021-09-01,8926827.27,7103669.10,1823158.18
2021-09-02,11214719.02,8937370.30,2277348.72
2021-09-03,6801352.44,7749601.53,-948249.10
2021-09-04,5682433.05,6392729.33,-710296.27
2021-09-06,11543185.65,9240988.51,2302197.14
2021-09-07,9847265.58,7691137.69,2156127.88
2021-09-08,10843617.11,8825854.43,2017762.68
2021-09-09,5908849.80,6671090.11,-762240.31
2021-09-10,6110175.74,6962410.37,-852234.63
2021-09-11,9799078.70,7699028.79,2100049.91
2021-09-13,5904264.53,6629726.75,-725462.22
2021-09-14,6122169.30,7002402.79,-880233.49
2021-09-15,9558109.93,7504649.90,2053460.03
2021-09-16,10575303.00,8541018.55,2034284.45
2021-09-17,10086645.26,7897974.68,2188670.58
2021-09-18,10007584.06,8094854.14,1912729.91
2021-09-20,5917017.26,6751473.70,-834456.44
2021-09-21,10106882.14,7966079.99,2140802.15
2021-09-22,9996671.35,8024148.42,1972522.93
2021-09-23,6630342.12,7417795.04,-787452.92
2021-09-24,5874940.43,6731741.48,-856801.05
2021-09-25,10352932.79,8194724.77,2158208.02
2021-09-27,11576872.41,9240506.10,2336366.32
2021-09-28,9113628.37,7276921.61,1836706.76
2021-09-29,5437879.84,6120582.98,-682703.14
2021-09-30,6576094.48,7511267.67,-935173.18
2021-10-01,11482019.69,9119152.21,2362867.47
2021-10-02,9213766.91,7387774.70,1825992.21
2021-10-04,6547272.87,7426183.21,-878910.35
2021-10-05,11236839.74,8913922.98,2322916.76
2021-10-06,8919221.68,7139589.55,1779632.13
2021-10-07,10672582.56,8449928.55,2222654.01
2021-10-08,9426344.76,7547144.07,1879200.70
2021-10-09,5193403.77,5853704.86,-660301.08
2021-10-11,10649873.07,8394641.21,2255231.86
2021-10-12,9456818.70,7598688.40,1858130.30
2021-10-13,5287214.79,5992637.80,-705423.00
2021-10-14,7218584.69,8155020.58,-936435.89
2021-10-15,10907722.89,8627278.54,2280444.36
2021-10-16,9778866.65,7885757.38,1893109.27
2021-10-18,5488160.70,6223600.63,-735439.93
2021-10-19,9226384.54,7410549.50,1815835.04
2021-10-20,11493743.11,9144407.04,2349336.07
2021-10-21,6574202.99,7517166.12,-942963.13
2021-10-22,5437828.96,6126594.53,-688765.57
2021-10-23,9112754.43,7283684.98,1829069.45
2021-10-25,6833663.28,7786623.66,-952960.38
2021-10-26,5630862.09,6326624.82,-695762.73
2021-10-27,7229132.81,8181021.29,-951888.49
2021-10-28,5299264.25,6016520.82,-717256.57
2021-10-29,9469601.60,7621804.77,1847796.82
2021-10-30,10661318.49,8418889.62,2242428.87
2021-11-01,5193536.27,5859728.00,-666191.73
2021-11-02,9425728.77,7554211.32,1871517.45
2021-11-03,10669519.51,8456632.29,2212887.22
2021-11-04,7035362.03,8006277.79,-970915.75
2021-11-05,5000651.26,5639045.99,-638394.73
2021-11-06,10246709.72,8269322.24,1977387.47
2021-11-08,5701298.27,6563463.20,-862164.93
2021-11-09,6356294.78,7128801.57,-772506.79
2021-11-10,10346616.69,8384015.80,1962600.89
2021-11-11,10336420.45,8134256.97,2202163.48
2021-11-12,5672518.57,6482356.98,-809838.41
2021-11-13,6392370.77,7209278.94,-816908.18
2021-11-15,10089153.01,7905453.25,2183699.75
2021-11-16,10570712.96,8551812.93,2018900.03
2021-11-17,9563879.49,7498430.95,2065448.54
2021-11-18,6382405.28,7310405.44,-928000.17
2021-11-19,6093026.85,6842738.18,-749711.33
2021-11-20,10598667.04,8604338.59,1994328.45
2021-11-22,6298278.69,7165767.31,-867488.63
2021-11-23,6186697.07,6984976.03,-798278.95
2021-11-24,10930557.38,8881010.38,2049547.00
2021-11-25,9781328.77,7639407.63,2141921.14
2021-11-26,9694751.87,7832346.03,1862405.83
2021-11-27,10975679.47,8681552.14,2294127.33
2021-11-29,5030872.79,5717687.88,-686815.09
2021-11-30,9755562.36,7825126.98,1930435.37
2021-12-01,10924254.43,8689640.13,2234614.30
2021-12-02,7034999.04,8009923.66,-974924.62
2021-12-03,5029427.42,5683988.72,-654561.30
2021-12-04,9432434.02,7538227.54,1894206.48
2021-12-06,8903540.64,7145295.03,1758245.60
2021-12-07,11231627.95,8904806.48,2326821.47
2021-12-08,6819680.74,7746016.72,-926335.98
2021-12-09,5660636.40,6408491.38,-747854.98
2021-12-10,8895865.16,7081725.38,1814139.78
2021-12-11,11253393.11,8977297.16,2276095.95
2021-12-13,5713326.67,6430741.11,-717414.45
2021-12-14,9189358.02,7328103.58,1861254.44
2021-12-15,11499849.52,9184314.92,2315534.60
2021-12-16,9815062.35,7668946.07,2146116.28
2021-12-17,10883733.43,8866435.66,2017297.77
2021-12-18,5883532.58,6647897.51,-764364.92
2021-12-20,9839604.92,7750938.76,2088666.16
2021-12-21,10878175.23,8807747.91,2070427.32
2021-12-22,5941819.43,6684005.60,-742186.17
2021-12-23,6100970.15,6994802.14,-893831.99
2021-12-24,9522269.30,7468151.32,2054117.98
2021-12-25,10608763.18,8564866.53,2043896.66
2021-12-27,9974933.99,8071540.38,1903393.62
2021-12-28,6608580.94,7438444.68,-829863.74
2021-12-29,5892097.28,6729347.96,-837250.68
2021-12-30,10078610.70,7958547.06,2120063.64
2021-12-31,10041118.66,8078180.25,1962938.41
2022-01-01,6609484.22,7409636.55,-800152.33
