# Sample Bank Ltd (BK-0PMD7Z5M) onboarding dataset — LOAN book re-push as at 2026-06-30 adding the BoG prudential-return attributes (docs/API_INTEGRATION.md §3.4): sector (BSD4 taxonomy), ownership, facility_type, bog_classification + days_past_due, interest_in_suspense_ghs, ecl_provision_ghs. Every typed field and pre-existing attribute of the current generation is resent because a re-push supersedes the snapshot whole. Push with: uv run python scripts/ingest_push.py --entity position=onboarding/sample_bank/loans_attributes_repush.csv --as-of 2026-06-30 ...
source_reference,position_type,currency,balance,notional,counterparty_reference,product_code,gl_account_code,origination_date,contractual_maturity,next_repricing_date,interest_rate,rate_type,rate_index,rate_spread,ifrs9_stage,attributes.balance_ghs,attributes.branch_id,attributes.months_on_book,attributes.scheduled_principal_ghs,attributes.interest_accrued_ghs,attributes.sector,attributes.ownership,attributes.facility_type,attributes.bog_classification,attributes.days_past_due,attributes.interest_in_suspense_ghs,attributes.ecl_provision_ghs
AA.ARRANGEMENT/1247870,LOAN,GHS,21530.07,121665.54,SBL-CUST-002182,LN.RET.PERS,1301,2025-04-09,2026-09-01,2026-09-01,0.2954,FIXED,,,1,21530.07,BR-007,5,21012.8,1047.26,services.salary_credit,,scheduled,current,0,,107.65
AA.ARRANGEMENT/1247871,LOAN,GHS,13735.39,16314.9,SBL-CUST-006595,LN.RET.PERS,1301,2023-09-15,2028-02-21,2028-02-21,0.3315,FIXED,,,1,13735.39,BR-005,5,544.4,394.48,agriculture.other,,scheduled,current,0,,68.68
AA.ARRANGEMENT/1247873,LOAN,GHS,2633.49,5552.93,SBL-CUST-011130,LN.RET.PERS,1301,2023-05-04,2026-12-14,2026-12-14,0.3252,FIXED,,,1,2633.49,BR-011,5,615.52,88.05,miscellaneous,,scheduled,current,0,,13.17
AA.ARRANGEMENT/1247874,LOAN,GHS,9123.52,10191.67,SBL-CUST-003400,LN.RET.PERS,1301,2023-12-22,2028-10-26,2028-10-26,0.3321,FIXED,,,1,9123.52,BR-006,5,225.45,258.73,services.salary_credit,,scheduled,current,0,,45.62
AA.ARRANGEMENT/1247882,LOAN,GHS,12339.33,23241.08,SBL-CUST-002624,LN.RET.PERS,1301,2025-05-13,2027-01-03,2027-01-03,0.301,FIXED,,,1,12339.33,BR-006,5,2289.7,366.94,services.personal,,scheduled,current,0,,61.70
AA.ARRANGEMENT/1247884,LOAN,GHS,16012.71,18109.23,SBL-CUST-009264,LN.RET.PERS,1301,2024-05-22,2028-08-29,2028-08-29,0.3288,FIXED,,,1,16012.71,BR-006,5,442.27,450.87,commerce.other,,scheduled,current,6,,80.06
AA.ARRANGEMENT/1247888,LOAN,GHS,30863.7,32896.46,SBL-CUST-014871,LN.RET.PERS,1301,2026-01-17,2029-11-27,2029-11-27,0.3217,FIXED,,,1,30863.7,BR-001,5,428.34,838.89,services.personal,,scheduled,current,0,,154.32
AA.ARRANGEMENT/1247889,LOAN,GHS,67624,98977.09,SBL-CUST-014242,LN.RET.PERS,1301,2024-10-21,2027-05-09,2027-05-09,0.3114,FIXED,,,1,67624,BR-004,5,6595.96,1926.01,services.salary_credit,,scheduled,current,11,,338.12
AA.ARRANGEMENT/1247898,LOAN,GHS,66903.88,141968.96,SBL-CUST-000540,LN.RET.PERS,1301,2025-11-19,2026-12-14,2026-12-14,0.2922,FIXED,,,1,66903.88,BR-005,5,15743.94,2012.47,transport.road,,scheduled,current,0,,334.52
AA.ARRANGEMENT/1247899,LOAN,GHS,38908.48,43529.71,SBL-CUST-006500,LN.RET.PERS,1301,2025-02-17,2028-10-29,2028-10-29,0.322,FIXED,,,1,38908.48,BR-007,5,973.83,1070.18,services.personal,,scheduled,current,11,,194.54
AA.ARRANGEMENT/1247903,LOAN,GHS,54939.23,62272.73,SBL-CUST-004549,LN.RET.PERS,1301,2025-07-01,2028-09-13,2028-09-13,0.3142,FIXED,,,1,54939.23,BR-006,5,1543.48,1478.91,services.salary_credit,,scheduled,current,0,,274.70
AA.ARRANGEMENT/1247912,LOAN,GHS,2771,3579.75,SBL-CUST-003997,LN.RET.PERS,1301,2025-05-05,2027-09-22,2027-09-22,0.3069,FIXED,,,1,2771,BR-007,5,177.82,75.42,transport.road,,scheduled,current,0,,13.86
AA.ARRANGEMENT/1247918,LOAN,GHS,39388.3,52470.17,SBL-CUST-005455,LN.RET.PERS,1301,2024-11-02,2027-08-19,2027-08-19,0.3195,FIXED,,,3,39388.3,BR-002,5,2755.65,1122.08,miscellaneous,,scheduled,substandard,108,620.61,11816.49
AA.ARRANGEMENT/1247920,LOAN,GHS,3746.58,7049.96,SBL-CUST-014135,LN.RET.PERS,1301,2024-08-27,2027-01-14,2027-01-14,0.306,FIXED,,,1,3746.58,BR-012,5,694.36,113.24,services.salary_credit,,scheduled,current,8,,18.73
AA.ARRANGEMENT/1247927,LOAN,GHS,48396.33,66320.03,SBL-CUST-006612,LN.RET.PERS,1301,2025-06-09,2027-06-29,2027-06-29,0.3073,FIXED,,,1,48396.33,BR-003,5,3768.28,1335.85,services.salary_credit,,scheduled,current,0,,241.98
AA.ARRANGEMENT/1247928,LOAN,GHS,812.94,4592.85,SBL-CUST-004079,LN.RET.PERS,1301,2025-08-14,2026-09-08,2026-09-08,0.2965,FIXED,,,1,812.94,BR-002,5,793.33,39.69,services.personal,,scheduled,current,0,,4.06
AA.ARRANGEMENT/1247932,LOAN,GHS,2466.47,2830.99,SBL-CUST-004060,LN.RET.PERS,1301,2025-05-23,2028-07-06,2028-07-06,0.3224,FIXED,,,1,2466.47,BR-009,5,76.82,68.33,transport.road,,scheduled,current,0,,12.33
AA.ARRANGEMENT/1247934,LOAN,GHS,24355.6,26246.26,SBL-CUST-008401,LN.RET.PERS,1301,2025-11-06,2029-07-18,2029-07-18,0.3231,FIXED,,,1,24355.6,BR-003,5,398.49,666.5,services.salary_credit,,scheduled,current,0,,121.78
AA.ARRANGEMENT/1247935,LOAN,GHS,82778.96,90092.59,SBL-CUST-012880,LN.RET.PERS,1301,2025-06-19,2029-04-29,2029-04-29,0.3251,FIXED,,,1,82778.96,BR-009,5,1541.95,2284.39,services.salary_credit,,scheduled,current,0,,413.89
AA.ARRANGEMENT/1247937,LOAN,GHS,2567.43,3478.45,SBL-CUST-010954,LN.RET.PERS,1301,2025-08-03,2027-07-24,2027-07-24,0.2965,FIXED,,,1,2567.43,BR-008,5,201.01,68.4,transport.road,,scheduled,current,1,,12.84
AA.ARRANGEMENT/1247941,LOAN,GHS,32731.07,81756.93,SBL-CUST-013959,LN.RET.PERS,1301,2022-09-28,2026-11-06,2026-11-06,0.3262,FIXED,,,1,32731.07,BR-010,5,10338.05,1170.76,transport.road,,scheduled,current,0,,163.66
AA.ARRANGEMENT/1247952,LOAN,GHS,6191.6,34819.87,SBL-CUST-001080,LN.RET.PERS,1301,2023-10-10,2026-09-24,2026-09-24,0.3199,FIXED,,,1,6191.6,BR-006,5,6030.82,325.83,services.salary_credit,,scheduled,current,0,,30.96
AA.ARRANGEMENT/1247953,LOAN,GHS,9552.8,12192.3,SBL-CUST-005561,LN.RET.PERS,1301,2024-11-25,2027-10-11,2027-10-11,0.3221,FIXED,,,3,9552.8,BR-008,5,556.23,271.34,services.salary_credit,,scheduled,doubtful,299,1761.87,5254.04
AA.ARRANGEMENT/1247956,LOAN,GHS,22670.34,42201.58,SBL-CUST-007530,LN.RET.PERS,1301,2024-10-06,2027-01-24,2027-01-24,0.3101,FIXED,,,1,22670.34,BR-004,5,4197.25,694.3,agriculture.other,,scheduled,current,0,,113.35
AA.ARRANGEMENT/1247958,LOAN,GHS,9755.79,11476.11,SBL-CUST-008783,LN.RET.PERS,1301,2023-06-04,2028-04-08,2028-04-08,0.3286,FIXED,,,1,9755.79,BR-004,5,362.9,277.08,services.salary_credit,,scheduled,current,0,,48.78
AA.ARRANGEMENT/1247959,LOAN,GHS,62557.06,78724.71,SBL-CUST-007362,LN.RET.PERS,1301,2025-08-24,2027-11-12,2027-11-12,0.3029,FIXED,,,1,62557.06,BR-011,5,3396.72,1664.78,services.personal,,scheduled,current,0,,312.79
AA.ARRANGEMENT/1247962,LOAN,GHS,81424.06,90520.58,SBL-CUST-007757,LN.RET.PERS,1301,2024-09-21,2028-11-29,2028-11-29,0.3288,FIXED,,,1,81424.06,BR-003,5,1918.96,2283.6,services.salary_credit,,scheduled,current,0,,407.12
AA.ARRANGEMENT/1247963,LOAN,GHS,1894.04,3568.79,SBL-CUST-008138,LN.RET.PERS,1301,2025-11-16,2027-01-10,2027-01-10,0.299,FIXED,,,1,1894.04,BR-004,5,351.63,55.95,services.salary_credit,,scheduled,current,0,,9.47
AA.ARRANGEMENT/1247968,LOAN,GHS,8065.4,11364.9,SBL-CUST-014409,LN.RET.PERS,1301,2023-02-01,2027-06-10,2027-06-10,0.3218,FIXED,,,1,8065.4,BR-002,5,695.28,234.93,agriculture.other,,scheduled,current,4,,40.33
AA.ARRANGEMENT/1247971,LOAN,GHS,6218.5,20359.3,SBL-CUST-013940,LN.RET.PERS,1301,2022-01-19,2026-10-25,2026-10-25,0.3316,FIXED,,,1,6218.5,BR-002,5,2984.4,254.31,services.salary_credit,,scheduled,current,0,,31.09
AA.ARRANGEMENT/1247972,LOAN,GHS,6028.81,8041.13,SBL-CUST-009389,LN.RET.PERS,1301,2025-02-25,2027-08-14,2027-08-14,0.3125,FIXED,,,1,6028.81,BR-001,5,423.42,168.03,services.salary_credit,,scheduled,current,22,,30.14
AA.ARRANGEMENT/1247978,LOAN,GHS,1859.55,2033.47,SBL-CUST-006104,LN.RET.PERS,1301,2025-12-13,2029-03-27,2029-03-27,0.3186,FIXED,,,1,1859.55,BR-004,5,36.63,50.34,services.salary_credit,,scheduled,current,0,,9.30
AA.ARRANGEMENT/1247981,LOAN,GHS,1509.84,4976.3,SBL-CUST-007299,LN.RET.PERS,1301,2024-10-28,2026-10-18,2026-10-18,0.2974,FIXED,,,2,1509.84,BR-008,5,727.64,55.45,services.salary_credit,,scheduled,olem,73,,60.39
AA.ARRANGEMENT/1247988,LOAN,GHS,8470.83,12420.79,SBL-CUST-013451,LN.RET.PERS,1301,2025-04-14,2027-05-04,2027-05-04,0.3015,FIXED,,,3,8470.83,BR-007,5,829.68,233.68,services.salary_credit,,scheduled,substandard,154,447.82,2541.25
AA.ARRANGEMENT/1247990,LOAN,GHS,40341.87,52604.31,SBL-CUST-013319,LN.RET.PERS,1301,2025-03-14,2027-08-31,2027-08-31,0.3125,FIXED,,,3,40341.87,BR-007,5,2580.18,1117.76,services.personal,,scheduled,substandard,99,310.85,12102.56
AA.ARRANGEMENT/1247995,LOAN,GHS,3464.02,19578.12,SBL-CUST-003935,LN.RET.PERS,1301,2025-07-15,2026-09-08,2026-09-08,0.2946,FIXED,,,1,3464.02,BR-005,5,3381.01,168.05,agriculture.other,,scheduled,current,0,,17.32
AA.ARRANGEMENT/1247997,LOAN,GHS,58201.92,68693.9,SBL-CUST-013094,LN.RET.PERS,1301,2025-09-10,2028-03-28,2028-03-28,0.3082,FIXED,,,1,58201.92,BR-005,5,2206.15,1551.48,services.personal,,scheduled,current,28,,291.01
AA.ARRANGEMENT/1248000,LOAN,GHS,31372.09,36581.81,SBL-CUST-004536,LN.RET.PERS,1301,2024-09-15,2028-04-27,2028-04-27,0.3255,FIXED,,,1,31372.09,BR-002,5,1098.45,880.76,services.salary_credit,,scheduled,current,0,,156.86
AA.ARRANGEMENT/1248001,LOAN,GHS,21141.84,23273.93,SBL-CUST-003289,LN.RET.PERS,1301,2025-11-01,2029-02-13,2029-02-13,0.3139,FIXED,,,1,21141.84,BR-011,5,460.69,565.09,services.personal,,scheduled,current,0,,105.71
AA.ARRANGEMENT/1248008,LOAN,GHS,11270.6,19431.04,SBL-CUST-011363,LN.RET.PERS,1301,2024-10-23,2027-02-10,2027-02-10,0.31,FIXED,,,1,11270.6,BR-010,5,1716.39,335.5,transport.road,,scheduled,current,0,,56.35
AA.ARRANGEMENT/1248010,LOAN,GHS,11426.11,16744.26,SBL-CUST-009630,LN.RET.PERS,1301,2025-06-18,2027-05-09,2027-05-09,0.3047,FIXED,,,1,11426.11,BR-001,5,1117.63,318.51,services.salary_credit,,scheduled,current,0,,57.13
AA.ARRANGEMENT/1248011,LOAN,GHS,22001.5,35311.03,SBL-CUST-011977,LN.RET.PERS,1301,2022-08-13,2027-03-20,2027-03-20,0.3354,FIXED,,,1,22001.5,BR-007,5,2810.65,693.5,services.salary_credit,,scheduled,current,0,,110.01
AA.ARRANGEMENT/1248012,LOAN,GHS,3861.6,4314.22,SBL-CUST-013946,LN.RET.PERS,1301,2024-05-01,2028-11-06,2028-11-06,0.3313,FIXED,,,1,3861.6,BR-012,5,95.52,109.25,agriculture.other,,scheduled,current,0,,19.31
AA.ARRANGEMENT/1248016,LOAN,GHS,2391.53,3265.58,SBL-CUST-000818,LN.RET.PERS,1301,2023-09-14,2027-06-25,2027-06-25,0.3272,FIXED,,,1,2391.53,BR-009,5,184.34,70.24,services.salary_credit,,scheduled,current,6,,11.96
AA.ARRANGEMENT/1248017,LOAN,GHS,95395.48,103793.2,SBL-CUST-005430,LN.RET.PERS,1301,2025-02-12,2029-04-22,2029-04-22,0.3272,FIXED,,,1,95395.48,BR-008,5,1771.1,2649.41,services.salary_credit,,scheduled,current,17,,476.98
AA.ARRANGEMENT/1248021,LOAN,GHS,13611.99,15331.16,SBL-CUST-003713,LN.RET.PERS,1301,2025-08-23,2028-10-06,2028-10-06,0.3155,FIXED,,,1,13611.99,BR-006,5,361.91,367.4,agriculture.other,,scheduled,current,0,,68.06
AA.ARRANGEMENT/1248023,LOAN,GHS,13097.98,15586.7,SBL-CUST-005877,LN.RET.PERS,1301,2024-12-21,2028-03-05,2028-03-05,0.3202,FIXED,,,1,13097.98,BR-007,5,524.3,363.49,agriculture.other,,scheduled,current,0,,65.49
AA.ARRANGEMENT/1248026,LOAN,GHS,1922.29,2285.2,SBL-CUST-002612,LN.RET.PERS,1301,2023-07-13,2028-03-18,2028-03-18,0.3264,FIXED,,,1,1922.29,BR-002,5,76.53,54.37,services.salary_credit,,scheduled,current,0,,9.61
AA.ARRANGEMENT/1248027,LOAN,GHS,3158.19,3527.3,SBL-CUST-004391,LN.RET.PERS,1301,2023-12-04,2028-11-07,2028-11-07,0.3333,FIXED,,,1,3158.19,BR-010,5,77.92,89.88,services.salary_credit,,scheduled,current,0,,15.79
AA.ARRANGEMENT/1248029,LOAN,GHS,4284.42,5581.31,SBL-CUST-003137,LN.RET.PERS,1301,2024-11-23,2027-09-09,2027-09-09,0.318,FIXED,,,3,4284.42,BR-007,5,273.12,120.77,miscellaneous,,scheduled,doubtful,198,403.13,2356.43
AA.ARRANGEMENT/1248038,LOAN,GHS,433.81,2441.16,SBL-CUST-003552,LN.RET.PERS,1301,2024-01-22,2026-09-08,2026-09-08,0.3168,FIXED,,,1,433.81,BR-009,5,422.66,22.61,services.personal,,scheduled,current,27,,2.17
AA.ARRANGEMENT/1248040,LOAN,GHS,3035.75,3522.11,SBL-CUST-009079,LN.RET.PERS,1301,2026-01-26,2028-06-14,2028-06-14,0.304,FIXED,,,1,3035.75,BR-002,5,102.2,79.49,services.salary_credit,,scheduled,current,0,,15.18
AA.ARRANGEMENT/1248042,LOAN,GHS,6882.93,10074.85,SBL-CUST-010024,LN.RET.PERS,1301,2024-10-31,2027-05-19,2027-05-19,0.311,FIXED,,,1,6882.93,BR-001,5,671.46,195.78,services.personal,,scheduled,current,0,,34.41
AA.ARRANGEMENT/1248043,LOAN,GHS,9842.04,11222.62,SBL-CUST-006424,LN.RET.PERS,1301,2025-03-07,2028-07-19,2028-07-19,0.3185,FIXED,,,1,9842.04,BR-011,5,290.77,268.94,services.personal,,scheduled,current,0,,49.21
AA.ARRANGEMENT/1248048,LOAN,GHS,6637.64,7917.87,SBL-CUST-010341,LN.RET.PERS,1301,2025-10-19,2028-03-07,2028-03-07,0.3057,FIXED,,,1,6637.64,BR-008,5,269.09,175.95,services.salary_credit,,scheduled,current,0,,33.19
AA.ARRANGEMENT/1248052,LOAN,GHS,16123.06,25378.55,SBL-CUST-000182,LN.RET.PERS,1301,2025-06-04,2027-03-26,2027-03-26,0.3046,FIXED,,,1,16123.06,BR-010,5,2080.94,462.08,services.salary_credit,,scheduled,current,0,,80.62
AA.ARRANGEMENT/1248054,LOAN,GHS,20855.21,26660.74,SBL-CUST-002660,LN.RET.PERS,1301,2025-03-17,2027-10-03,2027-10-03,0.3128,FIXED,,,1,20855.21,BR-001,5,1221.62,575.47,services.salary_credit,,scheduled,current,0,,104.28
AA.ARRANGEMENT/1248055,LOAN,GHS,17714.24,27081.35,SBL-CUST-011779,LN.RET.PERS,1301,2024-10-03,2027-04-21,2027-04-21,0.3106,FIXED,,,3,17714.24,BR-003,5,1970.37,509.5,miscellaneous,,scheduled,substandard,107,256.26,5314.27
AA.ARRANGEMENT/1248064,LOAN,GHS,13693.38,19284.82,SBL-CUST-014512,LN.RET.PERS,1301,2023-08-24,2027-06-04,2027-06-04,0.3248,FIXED,,,1,13693.38,BR-001,5,1178.8,402.54,services.salary_credit,,scheduled,current,0,,68.47
AA.ARRANGEMENT/1248071,LOAN,GHS,3264.62,5626.34,SBL-CUST-013272,LN.RET.PERS,1301,2024-07-05,2027-02-20,2027-02-20,0.3119,FIXED,,,1,3264.62,BR-009,5,496.89,97.77,services.salary_credit,,scheduled,current,0,,16.32
AA.ARRANGEMENT/1248073,LOAN,GHS,32053.1,33609.69,SBL-CUST-008663,LN.RET.PERS,1301,2025-07-27,2030-07-01,2030-07-01,0.3351,FIXED,,,1,32053.1,BR-003,5,328.7,904.26,services.salary_credit,,scheduled,current,0,,160.27
AA.ARRANGEMENT/1248077,LOAN,GHS,37450.23,41703.74,SBL-CUST-004908,LN.RET.PERS,1301,2025-11-29,2028-12-13,2028-12-13,0.3176,FIXED,,,1,37450.23,BR-007,5,895.72,1014.89,services.salary_credit,,scheduled,current,0,,187.25
AA.ARRANGEMENT/1248078,LOAN,GHS,6847.91,11816.36,SBL-CUST-006530,LN.RET.PERS,1301,2024-07-19,2027-02-04,2027-02-04,0.3054,FIXED,,,3,6847.91,BR-006,5,1044.25,200.86,miscellaneous,,scheduled,loss,523,2480.97,6847.91
AA.ARRANGEMENT/1248079,LOAN,GHS,50332.73,54047.96,SBL-CUST-001726,LN.RET.PERS,1301,2025-09-28,2029-09-07,2029-09-07,0.327,FIXED,,,1,50332.73,BR-003,5,783.53,1392.92,services.personal,,scheduled,current,0,,251.66
AA.ARRANGEMENT/1248087,LOAN,GHS,5468.31,8003.49,SBL-CUST-003786,LN.RET.PERS,1301,2024-11-15,2027-05-04,2027-05-04,0.3115,FIXED,,,1,5468.31,BR-007,5,533.35,155.79,services.salary_credit,,scheduled,current,24,,27.34
AA.ARRANGEMENT/1248089,LOAN,GHS,64313.46,103385.6,SBL-CUST-004205,LN.RET.PERS,1301,2023-05-19,2027-02-27,2027-02-27,0.3267,FIXED,,,1,64313.46,BR-006,5,8239.77,1975.26,agriculture.other,,scheduled,current,13,,321.57
AA.ARRANGEMENT/1248091,LOAN,GHS,1551.06,8712.44,SBL-CUST-012953,LN.RET.PERS,1301,2022-09-27,2026-09-06,2026-09-06,0.3259,FIXED,,,1,1551.06,BR-001,5,1510.04,83.13,agriculture.other,,scheduled,current,0,,7.76
AA.ARRANGEMENT/1248093,LOAN,GHS,10517.22,22253.91,SBL-CUST-010111,LN.RET.PERS,1301,2023-11-14,2026-11-28,2026-11-28,0.307,FIXED,,,1,10517.22,BR-003,5,2467.41,332.19,services.salary_credit,,scheduled,current,0,,52.59
AA.ARRANGEMENT/1248094,LOAN,GHS,584612.89,586714.81,SBL-CUST-004775,LN.RET.MORT,1302,2024-07-24,2040-12-27,2026-01-15,0.2159,FLOATING,BOG_MPR,0.06,1,584612.89,BR-006,5,467.67,10619.21,commerce.mortgage_financing,,scheduled,current,0,,2923.06
AA.ARRANGEMENT/1248096,LOAN,GHS,234411.1,250846.99,SBL-CUST-009872,LN.RET.MORT,1302,2015-11-28,2030-03-14,2017-05-21,0.2159,FLOATING,BOG_MPR,0.06,1,234411.1,BR-012,5,3463.3,4317.42,commerce.mortgage_financing,,scheduled,current,0,,1172.06
AA.ARRANGEMENT/1248097,LOAN,GHS,287518.29,303761.4,SBL-CUST-014324,LN.RET.MORT,1302,2023-09-03,2030-10-26,2025-02-24,0.2159,FLOATING,BOG_MPR,0.06,1,287518.29,BR-002,5,3410.93,5280.37,commerce.mortgage_financing,,scheduled,current,0,,1437.59
AA.ARRANGEMENT/1248098,LOAN,GHS,822382.45,825984.35,SBL-CUST-000232,LN.RET.MORT,1302,2023-07-28,2040-02-29,2025-01-18,0.2159,FLOATING,BOG_MPR,0.06,1,822382.45,BR-001,5,794.55,14940.66,commerce.mortgage_financing,,scheduled,current,0,,4111.91
AA.ARRANGEMENT/1248099,LOAN,GHS,847534.23,851227.37,SBL-CUST-006065,LN.RET.MORT,1302,2023-03-29,2040-02-28,2024-09-19,0.2159,FLOATING,BOG_MPR,0.06,1,847534.23,BR-007,5,818.85,15397.61,commerce.mortgage_financing,,scheduled,current,0,,4237.67
AA.ARRANGEMENT/1248100,LOAN,GHS,169332.98,171497.67,SBL-CUST-013795,LN.RET.MORT,1302,2025-03-25,2035-10-29,2026-09-16,0.2159,FLOATING,BOG_MPR,0.06,3,169332.98,BR-010,5,464.58,3081.83,commerce.mortgage_financing,,scheduled,doubtful,240,15024.24,93133.14
AA.ARRANGEMENT/1248101,LOAN,GHS,448742.65,461606.03,SBL-CUST-002221,LN.RET.MORT,1302,2019-03-12,2032-10-29,2020-09-02,0.2159,FLOATING,BOG_MPR,0.06,1,448742.65,BR-008,5,2736.1,8194.34,commerce.mortgage_financing,,scheduled,current,11,,2243.71
AA.ARRANGEMENT/1248102,LOAN,GHS,222967.15,234210.22,SBL-CUST-010231,LN.RET.MORT,1302,2025-04-29,2031-02-27,2026-07-23,0.2178,FLOATING,BOG_MPR,0.06,1,222967.15,BR-008,5,2352.81,4089.56,commerce.mortgage_financing,,scheduled,current,0,,1114.84
AA.ARRANGEMENT/1248107,LOAN,GHS,139156.15,161148.18,SBL-CUST-003323,LN.RET.MORT,1302,2017-06-02,2028-08-03,2018-11-24,0.2159,FLOATING,BOG_MPR,0.06,1,139156.15,BR-010,5,4594.97,2609.08,commerce.mortgage_financing,,scheduled,current,0,,695.78
AA.ARRANGEMENT/1248108,LOAN,GHS,166900.52,190738.8,SBL-CUST-004723,LN.RET.MORT,1302,2019-11-29,2028-10-12,2021-05-22,0.2159,FLOATING,BOG_MPR,0.06,1,166900.52,BR-005,5,4989.77,3119.81,commerce.mortgage_financing,,scheduled,current,0,,834.50
AA.ARRANGEMENT/1248109,LOAN,GHS,277831.89,305832.91,SBL-CUST-010555,LN.RET.MORT,1302,2014-03-05,2029-05-15,2015-08-27,0.2159,FLOATING,BOG_MPR,0.06,1,277831.89,BR-010,5,5872.95,5149.24,commerce.mortgage_financing,,scheduled,current,0,,1389.16
AA.ARRANGEMENT/1248111,LOAN,GHS,49449.59,81040.25,SBL-CUST-009894,LN.RET.MORT,1302,2014-08-17,2027-03-12,2016-02-08,0.2159,FLOATING,BOG_MPR,0.06,1,49449.59,BR-009,5,6569.56,1016.75,commerce.mortgage_financing,,scheduled,current,0,,247.25
AA.ARRANGEMENT/1248115,LOAN,GHS,419152.33,421194.33,SBL-CUST-004081,LN.RET.MORT,1302,2025-10-03,2039-09-20,2026-09-28,0.2159,FLOATING,BOG_MPR,0.06,1,419152.33,BR-002,5,444.51,7622.68,commerce.mortgage_financing,,scheduled,current,0,,2095.76
AA.ARRANGEMENT/1248118,LOAN,GHS,146125.5,148899.96,SBL-CUST-000175,LN.RET.MORT,1302,2020-01-07,2034-04-23,2021-06-30,0.2159,FLOATING,BOG_MPR,0.06,1,146125.5,BR-003,5,588.83,2662.87,commerce.mortgage_financing,,scheduled,current,0,,730.63
AA.ARRANGEMENT/1248124,LOAN,GHS,112173.91,118636.83,SBL-CUST-016312,LN.SME.TERM,1303,2025-09-02,2030-02-08,2030-02-08,0.3358,FIXED,,,1,112173.91,BR-012,5,1396.07,3178.07,manufacturing.home.food_drink_tobacco,,scheduled,current,0,,560.87
AA.ARRANGEMENT/1248126,LOAN,GHS,22878.27,48245.39,SBL-CUST-015673,LN.SME.TERM,1303,2023-05-07,2026-12-17,2026-12-17,0.3247,FIXED,,,1,22878.27,BR-007,5,5347.88,763.75,agriculture.other,,scheduled,current,0,,114.39
AA.ARRANGEMENT/1248127,LOAN,GHS,53273.62,64194.13,SBL-CUST-015299,LN.SME.TERM,1303,2025-08-26,2028-02-12,2028-02-12,0.3125,FIXED,,,1,53273.62,BR-008,5,2297.82,1447.17,manufacturing.home.other,,scheduled,current,0,,266.37
AA.ARRANGEMENT/1248130,LOAN,GHS,399687.12,690629.39,SBL-CUST-015124,LN.SME.TERM,1303,2025-07-14,2027-02-04,2027-02-04,0.2981,FIXED,,,1,399687.12,BR-010,5,61078.58,11446.19,commerce.other,,scheduled,current,0,,1998.44
AA.ARRANGEMENT/1248143,LOAN,GHS,88708.06,152844.74,SBL-CUST-016051,LN.SME.TERM,1303,2024-04-20,2027-02-04,2027-02-04,0.3132,FIXED,,,1,88708.06,BR-008,5,13496.7,2667.54,manufacturing.home.food_drink_tobacco,,scheduled,current,0,,443.54
AA.ARRANGEMENT/1248144,LOAN,GHS,21960.4,55147.25,SBL-CUST-016262,LN.SME.TERM,1303,2025-11-11,2026-11-06,2026-11-06,0.2986,FIXED,,,1,21960.4,BR-009,5,6967.59,719.82,commerce.import.other,,scheduled,current,0,,109.80
AA.ARRANGEMENT/1248146,LOAN,GHS,73904.51,83140.34,SBL-CUST-015324,LN.SME.TERM,1303,2026-01-11,2028-09-27,2028-09-27,0.3232,FIXED,,,1,73904.51,BR-006,5,1946.63,2042.92,manufacturing.home.other,,scheduled,current,0,,369.52
AA.ARRANGEMENT/1248149,LOAN,GHS,19173.05,27092.14,SBL-CUST-016656,LN.SME.TERM,1303,2026-01-22,2027-06-16,2027-06-16,0.3064,FIXED,,,1,19173.05,BR-002,5,1664.67,532.06,services.business,,scheduled,current,0,,95.87
AA.ARRANGEMENT/1248151,LOAN,GHS,366290.48,393227.92,SBL-CUST-016519,LN.SME.TERM,1303,2025-05-29,2029-09-05,2029-09-05,0.3289,FIXED,,,1,366290.48,BR-008,5,5682.7,10195.16,manufacturing.home.other,,scheduled,current,0,,1831.45
AA.ARRANGEMENT/1248152,LOAN,GHS,183334.61,239019.52,SBL-CUST-015229,LN.SME.TERM,1303,2024-11-19,2027-09-05,2027-09-05,0.3135,FIXED,,,1,183334.61,BR-001,5,11718.69,5095.77,services.business,,scheduled,current,0,,916.67
AA.ARRANGEMENT/1248156,LOAN,GHS,33596.8,39168.39,SBL-CUST-015316,LN.SME.TERM,1303,2024-01-15,2028-04-23,2028-04-23,0.3267,FIXED,,,1,33596.8,BR-011,5,1174.97,946.66,manufacturing.home.other,,scheduled,current,25,,167.98
AA.ARRANGEMENT/1248158,LOAN,GHS,21075.71,28046.2,SBL-CUST-015354,LN.SME.TERM,1303,2023-04-06,2027-08-13,2027-08-13,0.3254,FIXED,,,1,21075.71,BR-005,5,1469.68,611.36,manufacturing.home.other,,scheduled,current,27,,105.38
AA.ARRANGEMENT/1248161,LOAN,GHS,428625.97,548384.51,SBL-CUST-015237,LN.SME.TERM,1303,2025-05-23,2027-10-10,2027-10-10,0.3082,FIXED,,,1,428625.97,BR-001,5,25181.63,11655.29,manufacturing.home.other,,scheduled,current,0,,2143.13
