# Sample Bank onboarding dataset — tariff_schedule (docs/data_engine/datasets/tariff_schedule.md).
# One row per official BSD15A / BSD15B tariff cell (form, sheet, row_key); charge_value is what the
# bank prints in that cell: text on DOMESTIC / INTL, a cedi amount on RANGE. Illustrative 2026 tariff-guide
# values for a Ghanaian universal bank; effective 2026-01-01. Not real bank data.
form,sheet,row_key,label,charge_value,charge_basis,min_ghs,max_ghs,currency,effective_from,notes
BSD15B,INTL,13.18,Maximum,GHS 800.00,flat,,800,GHS,2026-01-01,
BSD15B,INTL,13.19,Customers own resources,Transfers from customer's own resources — see below,,,,GHS,2026-01-01,
BSD15B,INTL,13.20,FCA,"0.25% of value, min GHS 50, max GHS 500 (from FCA)",percent,50,500,GHS,2026-01-01,
BSD15B,INTL,13.21,Minimum,GHS 50.00,flat,50,,GHS,2026-01-01,
BSD15B,INTL,13.22,Maximum,GHS 500.00,flat,,500,GHS,2026-01-01,
BSD15B,INTL,13.23,FEA - Customer,"0.25% of value, min GHS 50, max GHS 500 (from FEA — customer)",percent,50,500,GHS,2026-01-01,
BSD15B,INTL,13.24,Minimum,GHS 50.00,flat,50,,GHS,2026-01-01,
BSD15B,INTL,13.25,Maximum,GHS 500.00,flat,,500,GHS,2026-01-01,
BSD15B,INTL,13.26,- Non customer,"0.50% of value, min GHS 100, max GHS 800",percent,100,800,GHS,2026-01-01,
BSD15B,INTL,13.27,Minimum,GHS 100.00,flat,100,,GHS,2026-01-01,
BSD15B,INTL,13.28,Maximum,GHS 800.00,flat,,800,GHS,2026-01-01,
BSD15B,INTL,13.29,Bank's Funds - Customer,"0.50% of value, min GHS 100, max GHS 1,000 (bank's own funds — customer)",percent,100,1000,GHS,2026-01-01,
BSD15B,INTL,13.30,Minimum,GHS 100.00,flat,100,,GHS,2026-01-01,
BSD15B,INTL,13.31,Maximum,"GHS 1,000.00",flat,,1000,GHS,2026-01-01,
BSD15B,INTL,13.32,- Non customer,"1.00% of value, min GHS 200, max GHS 1,500",percent,200,1500,GHS,2026-01-01,
BSD15B,INTL,13.33,Minimum,GHS 200.00,flat,200,,GHS,2026-01-01,
BSD15B,INTL,13.34,Maximum,"GHS 1,500.00",flat,,1500,GHS,2026-01-01,
BSD15B,INTL,13.35,Exchange - Customer,"0.50% of value, min GHS 50, max GHS 1,000 (exchange commission — customer)",percent,50,1000,GHS,2026-01-01,
BSD15B,INTL,13.36,Minimum,GHS 50.00,flat,50,,GHS,2026-01-01,
BSD15B,INTL,13.37,Maximum,"GHS 1,000.00",flat,,1000,GHS,2026-01-01,
BSD15B,INTL,13.38,- Non customer,"1.00% of value, min GHS 100, max GHS 1,500",percent,100,1500,GHS,2026-01-01,
BSD15B,INTL,13.39,Minimum,GHS 100.00,flat,100,,GHS,2026-01-01,
BSD15B,INTL,13.40,Maximum,"GHS 1,500.00",flat,,1500,GHS,2026-01-01,
BSD15B,INTL,13.41,"Travellers Cheques, Drafts, I.M.O etc credited to Forex Acc.","0.25% of value, min GHS 30, max GHS 300 (credited to forex account)",percent,30,300,GHS,2026-01-01,
BSD15B,INTL,13.42,Telex/Swift charges,GHS 150.00 per message,flat,150,150,GHS,2026-01-01,
BSD15B,INTL,14.1,FEA - Customer,"1.00% of value, min GHS 50, max GHS 500 (FEA — customer)",percent,50,500,GHS,2026-01-01,
BSD15B,INTL,14.2,Minimum,GHS 50.00,flat,50,,GHS,2026-01-01,
BSD15B,INTL,14.3,Maximum,GHS 500.00,flat,,500,GHS,2026-01-01,
BSD15B,INTL,14.4,- Non customer,"1.50% of value, min GHS 100, max GHS 800",percent,100,800,GHS,2026-01-01,
BSD15B,INTL,14.5,Minimum,GHS 100.00,flat,100,,GHS,2026-01-01,
BSD15B,INTL,14.6,Maximum,GHS 800.00,flat,,800,GHS,2026-01-01,
BSD15B,INTL,14.7,FCA - Customer,"1.00% of value, min GHS 50, max GHS 500 (FCA — customer)",percent,50,500,GHS,2026-01-01,
BSD15B,INTL,14.8,Minimum,GHS 50.00,flat,50,,GHS,2026-01-01,
BSD15B,INTL,14.9,Maximum,GHS 500.00,flat,,500,GHS,2026-01-01,
BSD15B,INTL,14.10,- Non customer,"1.50% of value, min GHS 100, max GHS 800",percent,100,800,GHS,2026-01-01,
BSD15B,INTL,14.11,Minimum,GHS 100.00,flat,100,,GHS,2026-01-01,
BSD15B,INTL,14.12,Maximum,GHS 800.00,flat,,800,GHS,2026-01-01,
BSD15B,INTL,15.1,For Foreign currency - Customer,"1.00% of value, min GHS 50, max GHS 500",percent,50,500,GHS,2026-01-01,
BSD15B,INTL,15.2,Minimum,GHS 50.00,flat,50,,GHS,2026-01-01,
BSD15B,INTL,15.3,Maximum,GHS 500.00,flat,,500,GHS,2026-01-01,
BSD15B,INTL,15.4,- Non customer,"1.50% of value, min GHS 100, max GHS 800",percent,100,800,GHS,2026-01-01,
BSD15B,INTL,15.5,Minimum,GHS 100.00,flat,100,,GHS,2026-01-01,
BSD15B,INTL,15.6,Maximum,GHS 800.00,flat,,800,GHS,2026-01-01,
BSD15B,INTL,16.1,Local cheque,GHS 10.00 per cheque,flat,10,10,GHS,2026-01-01,
BSD15B,INTL,16.2,Minimum,GHS 10.00,flat,10,,GHS,2026-01-01,
BSD15B,INTL,16.3,Maximum,GHS 10.00,flat,,10,GHS,2026-01-01,
BSD15B,INTL,16.4,Foreign Cheque for collection,"0.25% of value, min GHS 50, max GHS 500 (foreign cheque for collection — customer)",percent,50,500,GHS,2026-01-01,
BSD15B,INTL,16.5,Minimum,GHS 50.00,flat,50,,GHS,2026-01-01,
BSD15B,INTL,16.6,Maximum,GHS 500.00,flat,,500,GHS,2026-01-01,
BSD15B,INTL,16.7,- Non customer,"0.50% of value, min GHS 100, max GHS 800",percent,100,800,GHS,2026-01-01,
BSD15B,INTL,16.8,Minimum,GHS 100.00,flat,100,,GHS,2026-01-01,
BSD15B,INTL,16.9,Maximum,GHS 800.00,flat,,800,GHS,2026-01-01,
BSD15B,INTL,16.10,Stop cheques,GHS 60.00 per stop instruction,flat,60,60,GHS,2026-01-01,
BSD15B,INTL,16.11,Cheque issuance,GHS 60.00 per foreign-currency cheque book,flat,60,60,GHS,2026-01-01,
BSD15B,INTL,16.12,Sale of Cheque Leaflet,GHS 5.00 per leaflet,flat,5,5,GHS,2026-01-01,
BSD15B,INTL,16.13,Standing orders,GHS 15.00 per execution,per_item,15,50,GHS,2026-01-01,
BSD15B,INTL,16.14,Minimum,GHS 15.00,flat,15,,GHS,2026-01-01,
BSD15B,INTL,16.15,Maximum,GHS 50.00,flat,,50,GHS,2026-01-01,
BSD15B,INTL,16.16,Evacuation fee,"0.50% of amount, min GHS 200.00 (cash evacuation of foreign notes)",percent,200,,GHS,2026-01-01,
BSD15B,INTL,17.1,17. ACCOUNT CLOSURE,GHS 50.00 if closed within 6 months of opening; nil thereafter,flat,50,50,GHS,2026-01-01,
BSD15B,INTL,18.1,Returned by bank,GHS 100.00 per cheque,flat,100,100,GHS,2026-01-01,
BSD15B,INTL,18.2,Returned by foreign bank,GHS 100.00 plus foreign bank charges at cost,flat,100,,GHS,2026-01-01,
BSD15B,INTL,19.1,Minimum,USD 5.00 per month,flat,,,GHS,2026-01-01,quoted in USD
BSD15B,INTL,19.2,Maximum,USD 100.00 per month,flat,,,GHS,2026-01-01,quoted in USD
BSD15B,INTL,19.3,Service charge/Fees - Corporate,USD 10.00 per month (corporate FCA / FEA),flat,,,GHS,2026-01-01,quoted in USD
BSD15B,INTL,19.4,Minimum,USD 10.00 per month,flat,,,GHS,2026-01-01,
BSD15B,INTL,19.5,Maximum,USD 100.00 per month,flat,,,GHS,2026-01-01,
BSD15B,INTL,19.6,Service charge/Fees - Others,USD 5.00 per month (personal FCA / FEA),flat,,,GHS,2026-01-01,quoted in USD
BSD15B,INTL,19.7,Minimum,USD 5.00 per month,flat,,,GHS,2026-01-01,
BSD15B,INTL,19.8,Maximum,USD 50.00 per month,flat,,,GHS,2026-01-01,
BSD15B,INTL,19.9,Cash Withdrawal FCA,"1.00% of amount, min USD 5.00 (cash withdrawal from FCA)",percent,,,GHS,2026-01-01,quoted in USD
BSD15B,INTL,19.10,Cash Withdrawal FEA,"1.00% of amount, min USD 5.00 (cash withdrawal from FEA)",percent,,,GHS,2026-01-01,quoted in USD
BSD15B,INTL,20.1,Charges on dormant accounts,USD 5.00 per month on dormant foreign accounts,flat,,,GHS,2026-01-01,quoted in USD
BSD15B,INTL,21.1,Monthly,Free (one monthly statement; e-statement free),flat,0,0,GHS,2026-01-01,
BSD15B,INTL,21.2,Duplicate- per sheet,GHS 10.00 per sheet,per_item,10,,GHS,2026-01-01,
BSD15B,INTL,21.3,Cheque Books,Foreign-currency cheque books — see below,,,,GHS,2026-01-01,
BSD15B,INTL,21.4,Personal,GHS 60.00 per book,flat,60,60,GHS,2026-01-01,
BSD15B,INTL,21.5,Corporate,GHS 120.00 per book,flat,120,120,GHS,2026-01-01,
